acronym_,expansion,id,text
IM,instant messaging,EXT,"More advanced IM can add file transfer, clickable hyperlinks, Voice over IP, or video chat."
IM,instant messaging,EXT,"By 2010, IM over the Web was in sharp decline, in favor of messaging features on social networks."
IM,instant messaging,EXT,Of importance is that online chat and IM differ from other technologies such as email due to the perceived quasi-synchrony of the communications by the users.
IM,instant messaging,EXT,"In many cases, IM includes added features which can make it even more popular."
IM,instant messaging,EXT,"Though the term dates from the 1990s, IM predates the Internet, first appearing on multi-user operating systems like Compatible Time-Sharing System  and Multiplexed Information and Computing Service  in the mid-1960s."
IM,instant messaging,EXT,"Parallel to IM were early online chat facilities, the earliest of which was Talkomatic  on the PLATO system, which allowed 5 people to chat simultaneously on a 512x512 plasma display ."
IM,instant messaging,EXT,"During the bulletin board system  phenomenon that peaked during the 1980s, some systems incorporated chat features which were similar to IM; Freelancin' Roundtable was one prime example."
IM,instant messaging,EXT,"Early IM programs were primarily real-time text, where characters appeared as they were typed."
IM,instant messaging,EXT,"AOL later acquired Mirabilis, the authors of ICQ; a few years later ICQ  was awarded two patents for IM by the U.S. patent office."
IM,instant messaging,EXT,"Facebook Chat is a form of IM, and Twitter can be thought of as a Web 2.0 IM system."
IM,instant messaging,EXT,"The spread of smartphones and similar devices in the late 2000s also caused increased competition with conventional IM, by making text messaging services still more ubiquitous."
IM,instant messaging,EXT,"Many IM services offer video calling features, voice over IP and web conferencing services."
IM,instant messaging,EXT,Web conferencing services can integrate both video calling and IM abilities.
IM,instant messaging,EXT,"Some IM companies are also offering desktop sharing, IP radio, and IPTV to the voice and video features."
IM,instant messaging,EXT,"For this reason, in April 2007, the IM client formerly named Gaim  announced that they would be renamed ""Pidgin""."
IM,instant messaging,EXT,"In the 2010s, more people started to use messaging apps on modern computers and devices like WhatsApp, WeChat, Viber, Facebook Messenger, Telegram, Signal and Line rather than IM on computers like AIM and Windows Live Messenger."
IM,instant messaging,EXT,"Standard complementary IM applications offer functions like file transfer, contact list, the ability to hold several simultaneous conversations, etc."
IM,instant messaging,EXT,The solution to finding applications capable of this is to use enterprise versions of IM applications.
IM,instant messaging,EXT,There have been several attempts to create a unified standard for IM: IETF's Session Initiation Protocol  and SIP for Instant Messaging and Presence
IM,instant messaging,EXT,and AOL agreed to a deal in which Microsoft's Live Communications Server 2005 users would also have the possibility to talk to public IM users.
IM,instant messaging,EXT,This deal established SIP/SIMPLE as a standard for protocol interoperability and established a connectivity fee for accessing public IM groups or services.
IM,instant messaging,EXT,"Some approaches allow organizations to deploy their own, private IM network by enabling them to restrict access to the server  and administer user permissions."
IM,instant messaging,EXT,The use of proprietary protocols has meant that many IM networks have been incompatible and users have been unable to reach users on other networks.
IM,instant messaging,EXT,"In response to the demand for business-grade IM and the need to ensure security and legal compliance, a new type of IM, called ""Enterprise Instant Messaging""  was created when Lotus Software launched IBM Lotus Sametime in 1998."
IM,instant messaging,EXT,"Companies implement specialized IM archiving and security products and services to mitigate these risks and provide safe, secure, productive IM abilities to their employees."
IM,instant messaging,EXT,"In addition to the malicious code threat, the use of IM at work also creates a risk of non-compliance to laws and regulations governing use of electronic communications in businesses."
IM,instant messaging,EXT,"Clarification from the Financial Industry Regulatory Authority  was issued to member firms in the financial services industry in December, 2007, noting that ""electronic communications"", ""email"", and ""electronic correspondence"" may be used interchangeably and can include such forms of electronic messaging as IM and text messaging."
IM,instant messaging,EXT,Many IM communications fall into the category of business communications that must be archived and retrievable.
IM,instant messaging,EXT,Comparison of IM clients
IM,instant messaging,EXT,Comparison of IM
IM,intensity modulation,EXT,"In optical communications, IM  is a form of modulation in which the optical power output of a source is varied in accordance with some characteristic of the modulating signal."
UI,user interface,EXT,"In the industrial design field of human-computer interaction, a UI  is the space where interactions between humans and machines occur."
UI,user interface,EXT,"Examples of this broad concept of UIs include the interactive aspects of computer operating systems, hand tools, heavy machinery operator controls, and process controls."
UI,user interface,EXT,"The design considerations applicable when creating UIs are related to, or involve such disciplines as, ergonomics and psychology."
UI,user interface,EXT,"Generally, the goal of UI design is to produce a UI which makes it easy, efficient, and enjoyable  to operate a machine in the way which produces the desired result ."
UI,user interface,EXT,Composite UIs  are UIs that interact with two or more senses.
UI,user interface,EXT,"The most common CUI is a graphical UI , which is composed of a tactile UI and a visual UI capable of displaying graphics."
UI,user interface,EXT,"When sound is added to a GUI, it becomes a multimedia UI ."
UI,user interface,EXT,"Standard composite UIs use standard human interface devices like keyboards, mice, and computer monitors."
UI,user interface,EXT,The UI or human–machine interface is the part of the machine that handles the human–machine interaction.
UI,user interface,EXT,"Nowadays, we use the expression graphical UI for human–machine interface on computers, as nearly all of them are now using graphics."
UI,user interface,EXT,There is a difference between a UI and an operator interface or a human–machine interface .
UI,user interface,EXT,"The term ""UI"" is often used in the context of  computer systems and electronic devices."
UI,user interface,EXT,The system may expose several UIs to serve different kinds of users.
UI,user interface,EXT,"For example, a computerized library database might provide two UIs, one for library patrons  and the other for library personnel ."
UI,user interface,EXT,"The UI of a mechanical system, a vehicle or an industrial installation is sometimes referred to as the human–machine interface ."
UI,user interface,EXT,"The history of UIs can be divided into the following phases according to the dominant type of UI:


="
UI,user interface,EXT,"Users had to accommodate computers rather than the other way around; UIs were considered overhead, and software was designed to keep the processor at maximum utilization with as little overhead as possible."
UI,user interface,EXT,The input side of the UIs for batch machines was mainly punched cards or equivalent media like paper tape.
UI,user interface,EXT,"Thus, monitors represented the first step towards both operating systems and explicitly designed UIs."
UI,user interface,EXT,1969–present: Command-line UI
UI,user interface,EXT,"In 1985, with the beginning of Microsoft Windows and other graphical UIs, IBM created what is called the Systems Application Architecture  standard which include the Common User Access  derivative."
UI,user interface,EXT,"1970 – Researchers at Xerox Palo Alto Research Center  develop WIMP paradigm
1973 – Xerox Alto: commercial failure due to expense, poor UI, and lack of programs
1979 – Steve Jobs and other Apple engineers visit Xerox PARC."
UI,user interface,EXT,Peter Morville of Google designed the User Experience Honeycomb framework in 2004 when leading operations in UI design.
UI,user interface,EXT,The framework was created to guide UI design.
UI,user interface,EXT,"Attentive UIs manage the user attention deciding when to interrupt the user, the kind of warnings, and the level of detail of the messages presented to the user."
UI,user interface,EXT,"Batch interfaces are non-interactive UIs, where the user specifies all the details of the batch job in advance to batch processing, and receives the output when all the processing is done."
UI,user interface,EXT,Crossing-based interfaces are graphical UIs in which the primary task consists in crossing boundaries instead of pointing.
UI,user interface,EXT,"Direct manipulation interface is the name of a general class of UIs that allow users to manipulate objects presented to them, using actions that correspond at least loosely to the physical world."
UI,user interface,EXT,"Gesture interfaces are graphical UIs which accept input in a form of hand gestures, or mouse gestures sketched with a computer mouse or a stylus."
UI,user interface,EXT,Graphical UIs  accept input via devices such as a computer keyboard and mouse and provide articulated graphical output on the computer monitor.
UI,user interface,EXT,There are at least two different principles widely used in GUI design: Object-oriented UIs  and application-oriented interfaces.
UI,user interface,EXT,"Holographic UIs provide input to electronic or electro-mechanical devices by passing a finger through reproduced holographic images of what would otherwise be tactile controls of those devices, floating freely in the air, detected by a wave source and without tactile interaction."
UI,user interface,EXT,"Intelligent UIs are human-machine interfaces that aim to improve the efficiency, effectiveness, and naturalness of human-machine interaction by representing, reasoning, and acting on models of the user, domain, task, discourse, and media ."
UI,user interface,EXT,"Non-command UIs, which observe the user to infer their needs and intentions, without requiring that they formulate explicit commands."
UI,user interface,EXT,"Object-oriented UIs  are based on object-oriented programming metaphors, allowing users to manipulate simulated objects and their properties."
UI,user interface,EXT,Permission-driven UIs show or conceal menu options or functions depending on the user's level of permissions.
UI,user interface,EXT,"Reflexive UIs where the users control and redefine the entire system via the UI alone, for instance to change its command verbs."
UI,user interface,EXT,"Typically, this is only possible with very rich graphic UIs."
UI,user interface,EXT,"Tangible UIs, which place a greater emphasis on touch and physical environment or its element."
UI,user interface,EXT,"Task-focused interfaces are UIs which address the information overload problem of the desktop metaphor by making tasks, not files, the primary unit of interaction."
UI,user interface,EXT,Text-based UIs  are UIs which interact via text.
UI,user interface,EXT,Touch UI are graphical UIs using a touchpad or touchscreen display as a combined input and output device.
UI,user interface,EXT,"Voice UIs, which accept input and provide output by generating voice prompts."
UI,user interface,EXT,Web-based UIs or web UIs  that accept input and provide output by generating web pages viewed by the user using a web browser program.
UI,user interface,EXT,"Zooming UIs are graphical UIs in which information objects are represented at different levels of scale and detail, and where the user can change the scale of the viewed area in order to show more detail."
UI,user interface,EXT,"HCI and Interaction Design Conferences covers a wide area of UI publications
Chapter 2."
UI,user interface,EXT,A brief History of UIs
DPs,dropped pronouns,EXT,", the inclusion of the DPs does not make the sentence sound unnatural.


=="
ACC,accuracy,EXT,"In measurement of a set, ACC is closeness of the measurements to a specific value, while precision is the closeness of the measurements to each other."
ACC,accuracy,EXT,"More commonly, it is a description of systematic errors, a measure of statistical bias; low ACC causes a difference between a result and a ""true"" value."
ACC,accuracy,EXT,"Alternatively, ISO defines ACC as describing a combination of both types of observational error above , so high ACC requires both high precision and high trueness."
ACC,accuracy,EXT,"In the first, more common definition of ""ACC"" above, the two concepts are independent of each other, so a particular set of data can be said to be either accurate, or precise, or both, or neither.


=="
ACC,accuracy,EXT,"In the fields of science and engineering, the ACC of a measurement system is the degree of closeness of measurements of a quantity to that quantity's true value."
ACC,accuracy,EXT,"Although the two words precision and ACC can be synonymous in colloquial use, they are deliberately contrasted in the context of the scientific method."
ACC,accuracy,EXT,"The field of statistics, where the interpretation of measurements plays a central role, prefers to use the terms bias and variability instead of ACC and precision: bias is the amount of inACC and variability is the amount of imprecision."
ACC,accuracy,EXT,"For example, if an experiment contains a systematic error, then increasing the sample size generally increases precision but does not improve ACC."
ACC,accuracy,EXT,Eliminating the systematic error improves ACC but does not change precision.
ACC,accuracy,EXT,"In addition to ACC and precision, measurements may also have a measurement resolution, which is the smallest change in the underlying physical quantity that produces a response in the measurement."
ACC,accuracy,EXT,"In numerical analysis, ACC is also the nearness of a calculation to the true value; while precision is the resolution of the representation, typically defined by the number of decimal or binary digits."
ACC,accuracy,EXT,"In military terms, ACC refers primarily to the ACC of fire , the precision of fire expressed by the closeness of a grouping of shots at and around the centre of the target."
ACC,accuracy,EXT,"In industrial instrumentation, ACC is the measurement tolerance, or transmission of the instrument and defines the limits of the errors made when the instrument is used in normal operating conditions."
ACC,accuracy,EXT,The ACC and precision of a measurement process is usually established by repeatedly measuring some traceable reference standard.
ACC,accuracy,EXT,"With regard to ACC we can distinguish:

the difference between the mean of the measurements and the reference value, the bias."
ACC,accuracy,EXT,A common convention in science and engineering is to express ACC and/or precision implicitly by means of significant figures.
ACC,accuracy,EXT,"A shift in the meaning of these terms appeared with the publication of the ISO 5725 series of standards in 1994, which is also reflected in the 2008 issue of the ""BIPM International Vocabulary of Metrology"" , items 2.13 and 2.14.According to ISO 5725-1, the general term ""ACC"" is used to describe the closeness of a measurement to the true value."
ACC,accuracy,EXT,"That is, the ACC is the proportion of correct predictions  among the total number of cases examined."
ACC,accuracy,EXT,"To make the context clear by the semantics, it is often referred to as the ""Rand ACC"" or ""Rand index""."
ACC,accuracy,EXT,"The formula for quantifying binary ACC is:

Accuracy = /(TP +"
ACC,accuracy,EXT,"One reason is that there is not a single ""true value"" of a quantity, but rather two possible true values for every case, while ACC is an average across all cases and therefore takes into account both values."
ACC,accuracy,EXT,"In psychometrics and psychophysics, the term ACC is interchangeably used with validity and constant error."
ACC,accuracy,EXT,"This is a comparison of differences in precision, not ACC."
ACC,accuracy,EXT,"Precision is measured with respect to detail and ACC is measured with respect to reality.


=="
ACC,accuracy,EXT,"Less commonly, the metric of ACC is used, is defined as the total number of correct classifications  divided by the total number of documents."
ACC,accuracy,EXT,"""Beyond NIST Traceability: What really creates ACC"", Controlled Environments magazine
Precision and Accuracy with Three Psychophysical Methods"
ACC,accuracy,EXT,What's the difference between ACC and precision?
ACC,adaptive cruise control,EXT,"1997: Toyota offered a ""laser ACC""  system on the Japanese market Celsior."
ACC,adaptive cruise control,EXT,Vehicle models supporting ACC ==
CG,conjugate gradient,EXT,"In mathematics, the CG method is an algorithm for the numerical solution of particular systems of linear equations, namely those whose matrix is symmetric and positive-definite."
CG,conjugate gradient,EXT,"The CG method is often implemented as an iterative algorithm, applicable to sparse systems that are too large to be handled by a direct implementation or other direct methods such as the Cholesky decomposition."
CG,conjugate gradient,EXT,The CG method can also be used to solve unconstrained optimization problems such as energy minimization.
CG,conjugate gradient,EXT,"It was mainly developed by Magnus Hestenes and Eduard Stiefel, who programmed it on the Z4.The biCG method provides a generalization to non-symmetric matrices."
CG,conjugate gradient,EXT,Various nonlinear CG methods seek minima of nonlinear equations.
CG,conjugate gradient,EXT,Description of the problem addressed by CGs ==
CG,conjugate gradient,EXT,"So, we want to regard the CG method as an iterative method."
CG,conjugate gradient,EXT,"The other vectors in the basis will be conjugate to the gradient, hence the name CG method."
CG,conjugate gradient,EXT,The above algorithm gives the most straightforward explanation of the CG method.
CG,conjugate gradient,EXT,The same formula for βk is also used in the Fletcher–Reeves nonlinear CG method.
CG,conjugate gradient,EXT,"{A} \mathbf {x} ={\begin{bmatrix}4&1\\1&3\end{bmatrix}}{\begin{bmatrix}x_{1}\\x_{2}\end{bmatrix}}={\begin{bmatrix}1\\2\end{bmatrix}},}
  we will perform two steps of the CG method beginning with the initial guess"
CG,conjugate gradient,EXT,"The CG method can theoretically be viewed as a direct method, as it produces the exact solution after a finite number of iterations, which is not larger than the size of the matrix, in the absence of round-off error."
CG,conjugate gradient,EXT,"However, the CG method is unstable with respect to even small perturbations, e.g., most directions are not in practice conjugate, and the exact solution is never obtained."
CG,conjugate gradient,EXT,"Fortunately, the CG method can be used as an iterative method as it provides monotonically improving approximations"
CG,conjugate gradient,EXT,The preconditioned CG method ==
CG,conjugate gradient,EXT,"In most cases, preconditioning is necessary to ensure fast convergence of the CG method."
CG,conjugate gradient,EXT,"The preconditioned CG method takes the following form:






            r


            0


        :="
CG,conjugate gradient,EXT,"above formulation is equivalent to applying the CG method without preconditioning to the system






            E


            −
            1"
CG,conjugate gradient,EXT,"If any of these assumptions on the preconditioner is violated, the behavior of the preconditioned CG method may become unpredictable."
CG,conjugate gradient,EXT,The flexible preconditioned CG method ==
CG,conjugate gradient,EXT,"This version of the preconditioned CG method can be  called flexible, as it allows for variable preconditioning."
CG,conjugate gradient,EXT,"In both the original and the preconditioned CG methods one only needs to set




          β"
CG,conjugate gradient,EXT,"Thus, every iteration of these steepest descent methods is a bit cheaper compared to that for the CG methods."
CG,conjugate gradient,EXT,"The CG method can be derived from several different perspectives, including specialization of the conjugate direction method for optimization, and variation of the Arnoldi/Lanczos iteration for eigenvalue problems."
CG,conjugate gradient,EXT,The CG method can also be derived using optimal control theory.
CG,conjugate gradient,EXT,"In this approach, the CG method falls out as an optimal feedback controller, for the double integrator system, The quantities"
CG,conjugate gradient,EXT,"The CG method can be applied to an arbitrary n-by-m matrix by applying it to normal equations ATA and right-hand side vector ATb, since  ATA is a symmetric positive-semidefinite matrix for any A."
CG,conjugate gradient,EXT,The result is CG on the normal equations .
CG,conjugate gradient,EXT,BiCG method
CG,conjugate gradient,EXT,"Nonlinear CG method
Preconditioning"
CG,chemical graph,EXT,"In CG theory and in mathematical chemistry, a molecular graph or CG is a representation of the structural formula  of a chemical compound in terms of graph theory."
CG,chemical graph,EXT,A CG is a labeled graph whose vertices correspond to the atoms of the compound and edges correspond to chemical bonds.
CG,chemical graph,EXT,"Danail Bonchev in his Chemical Graph Theory traces the origins of representation of chemical forces by diagrams which may be called ""CGs"" to as early as the mid-18th century."
CG,candidate generation,EXT,Efficient CG =
DG,distributed generation,EXT,"While the levelized cost of DG  is typically more expensive than conventional, centralized sources on a kilowatt-hour basis, this does not consider negative aspects of conventional fuels."
DG,distributed generation,EXT,"Photovoltaics, by far the most important solar technology for DG of solar power, uses solar cells assembled into solar panels to convert sunlight into electricity."
DG,distributed generation,EXT,"For reasons of reliability, DG resources would be interconnected to the same transmission grid as central stations."
DG,distributed generation,EXT,A large scale deployment of DG may affect grid-wide functions such as frequency control and allocation of reserves.
DG,distributed generation,EXT,Each DG resource has its own integration issues.
DG,distributed generation,EXT,"Finally, another necessary method of aiding in integration of photovoltaics for proper DG is in the use of intelligent hybrid inverters."
DG,distributed generation,EXT,"It is now possible to combine technologies such as photovoltaics, batteries and cogen to make stand alone DG systems."
DG,distributed generation,EXT,Legal requirements for DG ==
DG,distributed generation,EXT,In 2010 Colorado enacted a law requiring that by 2020 that 3% of the power generated in Colorado utilize DG of some sort.
DG,distributed generation,EXT,Discusses DG and the U.S. Federal Energy Regulatory Commission.
CL,classical logic,EXT,"De Morgan duality: every logical operator is dual to anotherWhile not entailed by the preceding conditions, contemporary discussions of CL normally only include propositional and first-order logics."
CL,classical logic,EXT,"In other words, the overwhelming majority of time spent studying CL has been spent studying specifically propositional and first-order logic, as opposed to the other forms of CL."
CL,classical logic,EXT,"Most semantics of CL are bivalent, meaning all of the possible denotations of propositions can be categorised as either true or false."
CL,classical logic,EXT,"In fact, CL was the reconciliation of Aristotle's logic, which dominated most of the last 2000 years, with the propositional Stoic logic."
CL,classical logic,EXT,Leibniz's calculus ratiocinator can be seen as foreshadowing CL.
CL,classical logic,EXT,Bernard Bolzano has the understanding of existential import found in CL and not in Aristotle.
CL,classical logic,EXT,"Though he never questioned Aristotle, George Boole's algebraic reformulation of logic, so called Boolean logic, was a predecessor of modern mathematical logic and CL."
CL,classical logic,EXT,"The original first-order, CL is found in Gottlob Frege's Begriffsschrift."
CL,classical logic,EXT,The writings of Augustus De Morgan and Charles Sanders Peirce also pioneered CL with the logic of relations.
CL,classical logic,EXT,Jan Łukasiewicz pioneered non-CL.
DIC,deviance information criterion,EXT,The DIC  is a hierarchical modeling generalization of the Akaike information criterion .
DIC,deviance information criterion,EXT,"The DIC is calculated as





          D"
RA,random access,EXT,"Other types of non-volatile memories exist that allow RA for read operations, but either do not allow write operations or have other kinds of limitations on them."
RA,random access,EXT,"Since the electron beam of the CRT could read and write the spots on the tube in any order, memory was RA."
RA,random access,EXT,"This entire pool of memory may be referred to as ""RAM"" by many developers, even though the various subsystems can have very different access times, violating the original concept behind the RA term in RAM."
RA,resource allocation,EXT,"In economics, RA is the assignment of available resources to various uses."
RA,resource allocation,EXT,"In project management, RA or resource management is the scheduling of activities and the resources required by those activities while taking into consideration both the resource availability and the project time."
RA,resource allocation,EXT,"Much of the study of the allocation of resources is devoted to finding the conditions under which particular mechanisms of RA lead to Pareto efficient outcomes, in which no party's situation can be improved without hurting that of another party."
RA,resource allocation,EXT,"In strategic planning, RA is a plan for using available resources,  for example human resources, especially in the near term, to achieve goals for the future."
RA,resource allocation,EXT,"There are a number of approaches to solving RA problems e.g. resources can be allocated using a manual approach, an algorithmic approach , or a combination of both."
RA,resource allocation,EXT,A study by Emmanuel Yarteboi Annan shows that this is highly important in the RA sector.
RA,remote attestation,EXT,"O prevents the user from recording it as it is transmitted to the audio subsystem, memory locking prevents it from being dumped to regular disk files as it is being worked on, sealed storage curtails unauthorized access to it when saved to the hard drive, and RA protects it from unauthorized software even when it is used on other computers."
RA,remote attestation,EXT,"Sending RA data to a trusted third party, however, has been discouraged in favour of Direct Anonymous Attestation."
RA,remote attestation,EXT,"In this essay the focus will be on the latter process, a process referred to as RA."
RA,remote attestation,EXT,"Some players modify their game copy in order to gain unfair advantages in the game; RA, secure"
RA,remote attestation,EXT,"Also, they could use RA to only send their music to a music player that enforces their rules: sealed storage would prevent the user from opening the file with another player that did not enforce the restrictions."
RA,remote attestation,EXT,"With RA, a website could check the internet browser being used and refuse to display on any browser other than the specified one , so even emulating the browser would not work."
RA,remote attestation,EXT,"Such an override would allow RA to a user's specification, e.g., to create certificates that say Internet Explorer is running, even if a different browser is used."
RA,remote attestation,EXT,"Instead of preventing software change, RA would indicate when the software has been changed without owner's permission."
RA,remote attestation,EXT,Proponents of trusted computing believe that owner override defeats the trust in other computers since RA can be forged by the owner.
RA,remote attestation,EXT,"While proponents of TC point out that online purchases and credit transactions could potentially be more secure as a result of the RA capability, this may cause the computer user to lose expectations of anonymity when using the Internet."
RA,right atrium,EXT,"There are two atria in the human heart – the left atrium receives blood from the pulmonary  circulation, and the RA receives blood from the venae cavae ."
RA,right atrium,EXT,"Humans have a four-chambered heart consisting of the RA, left atrium, right ventricle, and left ventricle."
RA,right atrium,EXT,"The RA receives and holds deoxygenated blood from the superior vena cava, inferior vena cava, anterior cardiac veins and smallest cardiac veins and the coronary sinus, which it then sends down to the right ventricle , which in turn sends it to the pulmonary artery for pulmonary circulation."
RA,right atrium,EXT,"The RA and right ventricle are often referred to as the right heart; similarly, the left atrium and left ventricle are often referred to as the left heart."
RA,right atrium,EXT,"Internally, there are the rough pectinate muscles and crista terminalis of His, which act as a boundary inside the atrium and the smooth-walled part of the RA, the sinus venarum, which are derived from the sinus venosus."
RA,right atrium,EXT,Attached to the RA is the right atrial appendage – a pouch-like extension of the pectinate muscles.
RA,right atrium,EXT,The interatrial septum separates the RA from the left atrium; this is marked by a depression in the RA – the fossa ovalis.
RA,right atrium,EXT,"The sinoatrial  node is located in the posterior aspect of the RA, next to the superior vena cava."
RA,right atrium,EXT,"It begins as one chamber, which over the following two weeks becomes divided by the septum primum into the left atrium and the RA."
RA,right atrium,EXT,"The interatrial septum has an opening in the RA, the foramen ovale, which provides access to the left atrium; this connects the two chambers, which is essential for fetal blood circulation."
RA,right atrium,EXT,"Within the fetal RA, blood from the inferior vena cava and the superior vena cava flow in separate streams to different locations in the heart; this has been reported to occur through the Coandă effect."
PMF,probability mass function,EXT,"In probability and statistics, a PMF  is a function that gives the probability that a discrete random variable is exactly equal to some value."
PMF,probability mass function,EXT,"The PMF is often the primary means of defining a discrete probability distribution, and such functions exist for either scalar or multivariate random variables whose domain is discrete."
PMF,probability mass function,EXT,A PMF differs from a probability density function  in that the latter is associated with continuous rather than discrete random variables.
PMF,probability mass function,EXT,"A PMF of a discrete random variable



        X


    {\displaystyle X}
   can be seen as a special case of two more general measure theoretic constructions:
the distribution of



        X


    {\displaystyle"
PMF,probability mass function,EXT,"B}
   whose restriction to singleton sets induces a PMF"
PMF,probability mass function,EXT,"f


    {\displaystyle f}
   is in fact a PMF."
PMF,probability mass function,EXT,has a countable subset on which the PMF
PMF,probability mass function,EXT,"Consequently, the PMF is zero for all but a countable number of values of



        x


    {\displaystyle x}
  ."
PMF,probability mass function,EXT,The discontinuity of PMFs is related to the fact that the cumulative distribution function of a discrete random variable is also discontinuous.
PMF,probability mass function,EXT,"Since the coin is fair, the PMF is





          p"
PMF,probability mass function,EXT,"The associated PMF is






              ("
PMF,probability mass function,EXT,"Its PMF is




          p"
PMF,probability mass function,EXT,Other distributions that can be modeled using a PMF are the Categorical distribution  and the multinomial distribution.
PMF,probability mass function,EXT,"An example of a multivariate discrete distribution, and of its PMF, is provided by the multinomial distribution."
PMF,probability mass function,EXT,"Two or more discrete random variables have a joint PMF, which gives the probability of each possible combination of realizations for the random variables."
DOE,design of experiment,EXT,The DOEs  is the design of any task that aims to describe and explain the variation of information under conditions that are hypothesized to reflect the variation.
DOE,design of experiment,EXT,The study of the DOEs is an important topic in metascience.
DOE,design of experiment,EXT,"{\displaystyle {\begin{aligned}{\widehat {\theta }}_{2}&={\frac {Y_{1}+Y_{2}-Y_{3}-Y_{4}+Y_{5}+Y_{6}-Y_{7}-Y_{8}}{8}}.\\{\widehat {\theta }}_{3}&={\frac {Y_{1}+Y_{2}-Y_{3}-Y_{4}-Y_{5}-Y_{6}+Y_{7}+Y_{8}}{8}}.\\{\widehat {\theta }}_{4}&={\frac {Y_{1}-Y_{2}+Y_{3}-Y_{4}+Y_{5}-Y_{6}+Y_{7}-Y_{8}}{8}}.\\{\widehat {\theta }}_{5}&={\frac {Y_{1}-Y_{2}+Y_{3}-Y_{4}-Y_{5}+Y_{6}-Y_{7}+Y_{8}}{8}}.\\{\widehat {\theta }}_{6}&={\frac {Y_{1}-Y_{2}-Y_{3}+Y_{4}+Y_{5}-Y_{6}-Y_{7}+Y_{8}}{8}}.\\{\widehat {\theta }}_{7}&={\frac {Y_{1}-Y_{2}-Y_{3}+Y_{4}-Y_{5}+Y_{6}+Y_{7}-Y_{8}}{8}}.\\{\widehat {\theta }}_{8}&={\frac {Y_{1}+Y_{2}+Y_{3}+Y_{4}+Y_{5}+Y_{6}+Y_{7}+Y_{8}}{8}}.\end{aligned}}}
  The question of DOEs is: which experiment is better?"
DOE,design of experiment,EXT,"Many problems of the DOEs involve combinatorial designs, as in this example and others."
DOE,design of experiment,EXT,"In 1950, Gertrude Mary Cox and William Gemmell Cochran published the book Experimental Designs, which became the major reference work on the DOEs for statisticians for years afterwards."
RP,random priority,EXT,"Random serial dictatorship ,
also called:
RP ,
is a procedure for dividing indivisible items fairly among people."
RP,replacement paths,EXT,"In 2007, John Hershberger and Subhash Suri proposed a RP algorithm, a more efficient implementation of Eppstein's algorithm with O improvement in time."
CSP,constraint satisfaction problem,EXT,"Additionally, boolean satisfiability problem , the satisfiability modulo theories , mixed integer programming  and answer set programming  are all fields of research focusing on the resolution of particular forms of the CSP."
CSP,constraint satisfaction problem,EXT,"Examples of problems that can be modeled as a CSP include:

Type inference
Eight queens puzzle
Map coloring problem"
CSP,constraint satisfaction problem,EXT,"Formally, a CSP is defined as a triple



        ⟨
        X
        ,"
CSP,constraint satisfaction problem,EXT,An evaluation is a solution if it is consistent and complete; such an evaluation is said to solve the CSP.
CSP,constraint satisfaction problem,EXT,Constraint propagation techniques are methods used to modify a CSP.
CSP,constraint satisfaction problem,EXT,"Strong constraints are placed on information exchange between variables, requiring the use of fully distributed algorithms to solve the CSP."
CSP,constraint satisfaction problem,EXT,"Weighted CSP


=="
MM,mathematical model,EXT,A MM is a description of a  system using mathematical concepts and language.
MM,mathematical model,EXT,The process of developing a MM is termed MMing.
MM,mathematical model,EXT,Elements of a MM ==
MM,mathematical model,EXT,"In general, MMs may include logical models."
MM,mathematical model,EXT,"In many cases, the quality of a scientific field depends on how well the MMs developed on the theoretical side agree with results of repeatable experiments."
MM,mathematical model,EXT,Lack of agreement between theoretical MMs and experimental measurements often leads to important advances as better theories are developed.
MM,mathematical model,EXT,"In the physical sciences, a traditional MM contains most of the following elements:"
MM,mathematical model,EXT,Several classification criteria can be used for MMs according to their structure:
MM,mathematical model,EXT,"If all the operators in a MM exhibit linearity, the resulting MM is defined as linear."
MM,mathematical model,EXT,"In business and engineering, MMs may be used to maximize a certain output."
MM,mathematical model,EXT,Complicated MMs that have many variables may be consolidated by use of vectors where one symbol represents several variables.
MM,mathematical model,EXT,Sometimes it is useful to incorporate subjective information into a MM.
MM,mathematical model,EXT,A crucial part of the modeling process is the evaluation of whether or not a given MM describes a system accurately.
MM,mathematical model,EXT,An example of such criticism is the argument that the MMs of optimal foraging theory do not offer insight that goes beyond the common-sense conclusions of evolution and other basic principles of ecology.
MM,mathematical model,EXT,Physical theories are almost invariably expressed using MMs.
MM,mathematical model,EXT,"Throughout history, more and more accurate MMs have been developed."
MM,mathematical model,EXT,These laws are a basis for making MMs of real situations.
MM,mathematical model,EXT,Different MMs use different geometries that are not necessarily accurate descriptions of the geometry of the universe.
MM,mathematical model,EXT,"Often when engineers analyze a system to be controlled or optimized, they use a MM."
MM,mathematical model,EXT,A MM usually describes a system by a set of variables and a set of equations that establish relationships between the variables.
MM,mathematical model,EXT,"One of the popular examples in computer science is the MMs of various machines, an example is the deterministic finite automaton  which is defined as an abstract mathematical concept, but due to the deterministic nature of a DFA, it is implementable in hardware and software for solving various specific problems."
MM,mathematical model,EXT,Many everyday activities carried out without a thought are uses of MMs.
MM,mathematical model,EXT,"In computer science, MMs may be used to simulate computer networks."
MM,mathematical model,EXT,"In mechanics, MMs may be used to analyze the movement of a rocket model."
