acronym,expansion,anchor_sentence
PBRT,physically based ray tracing,Additional validation is based on the use of physical principles : the optics is modeled in PBRT using physical principles of ray tracing and Snell ’s Law and diffraction .
NHS,national health service,"In CPRD , diseases are classified using Med Code ( which can be simply mapped to NHS 's standard Read Code ) and ICD-10 schemes , for primary and hospital care , respectively ."
NHS,nurses ' health study,This study used IHC - stained TMA images of breast cancer tissue from the NHS .
LSC,leicester scientific corpus,"LSC , LScD and LScDC are available online in ."
LSC,long skip connections,"This addition LSC , eases the flow of information across groups ."
STL,single task learning,tab : schooltabularllllllllModels & STL & ITL & SHAMO & MTFL & GO - MTL & BiFactor & TriFactor 20 & 12.19 ( 0.03 ) & 12.00 ( 0.04 ) & 11.91 ( 0.05 ) & 11.25 ( 0.05 ) & 11.15 ( 0.05 ) & 10.68 ( 0.08 ) & 10.54 ( 0.09 ) 30 & 12.09 ( 0.07 ) & 12.01 ( 0.05 ) & 10.92 ( 0.05 ) & 10.85 ( 0.02 ) & 10.53 ( 0.10 ) & 10.38 ( 0.11 ) & 10.22 ( 0.08 ) 40 & 12.00 ( 0.10 ) & 11.88 ( 0.06 ) & 11.82 ( 0.06 ) & 10.61 ( 0.06 ) & 10.31 ( 0.14 ) & 10.20 ( 0.13 ) & 10.12 ( 0.10 ) tabulartable * We compare the proposed methods BiFactor MTL and TriFactor MTL against the baselines .
STL,signal temporal logic,"rem[Soundness Property ] As for STL , the quantitative semantics of SSTL is sound with respect to the Boolean semantics ."
STL,standard template library,"To implement set operations over the std::vector data structure , we keep the values sorted and make use of the functions provided by STL ( std::set_intersection , std::set_union , std::set_difference , std::set_symmetric_difference , ) ."
SBS,swedish blog sentences,"Swedish Blog Sentences ( SBS ) is a corpus containing 2.7 billion tokens , from randomly rearranged sentences ."
SBS,small - cell base stations,"The SBS cooperation strategy with the distance constraint is configured that SBSs closest to UE cooperatively transmit the same data to UE , which is expressed aswhere denotes the set of cooperative SBSs , is the distance between and UE , satisfying ."
PAA,piecewise aggregation approximation,Our experiments indicate that SAX shows significant improvement than PAA with lower IEC score .
PAA,principal axis analysis,"In the second step , a PAA of the saliency distribution in a certain region assigns regional saliency to each pixel based on the inertia matrix : where , and are the central moment , the centroid and the moment of the saliency distribution in the 5.5-pixel radius circular neighborhood around each pixel ."
CPS,common phone set,"We use the common phone set ( CPS , ) to work with the languages of interest ."
CPS,current population survey,"We also add professor , which does not have a clear definition as per CPS but has been known to have different gender splits at senior and junior levels ."
MVP,mitral valve prolapse,MVP patients were identified by querying the UCSF echo database for patients with single or bileaflet MVP .
MVP,million veterans program,"Crosscutting Advances in methods and technology Cutting across the three projects are analytic methods that can be scaled to apply to research using the VA EHR and MVP data , as well as requirements for next generation AI and BD analytics ."
MPB,matrix pair beamformer,"To our best knowledge , little effort has been devoted to analyzing the effect of matrix mismatch on the performance of MPB ."
MPB,modified poisson blending,"The MPB technique has three steps , the first step , uses the source image which is inpainted image via DCP as a known region and the target image which is original image containing foreground as an unknown region ."
MIS,multiple importance sampling,"Compute Self Emittance ContributionsSince it was not possible before step ( 2.a ) to compute the MIS weights properly , we needed to store random hits of light source in pass 1 ."
MIS,maximal independent set,The work in gives an algorithm that efficiently computes an approximate MIS of an induced subgraph of for any vertex set in the .
LF,large faces,We can observe that the Color - based method on Cross - FaceResoultion - LF - Test is the only experiment within this protocol that seems to achieve good generalization capabilities .
LF,late fusion,LF - RCNNLate fusion encoder with concatenated history .
LF,line feeds,"While most of the tested web servers accept any permutation of CR and LF , Apache just ignores the CRLF sequence ."
SOC,security operations center,"The cost of incorrectly identifying an insider as MIT is the cost of a SOC analyst verifying that this insider has not , in fact , performed one of the threat scenarios ."
SOC,standard occupation classification,The SOC taxonomy has a hierarchical structure with 9 major groups ( e.g managers or elementary occupations ) .
SOC,state of charge,[ SOC ] Start of Charge .
IVR,interactive voice response,Another issue driving up the WER score caused by the IVR system truncating audio longer than four seconds to reduce latency .
IVR,immersive virtual reality,"Traffic Classification * [ ] Traffic Classification Example & Burst size ( ) & Arrival model ( ) & Applications 1 & 99.9 - 99.99999 & ms & 1 - 10 KB & & T , A , HIC 2 & 99.9 - 99.99999 & 10 - 50 ms & 1 - 20 KB & & T , A , HIC 3 & 99.9 - 99.999 & 2 - 10 ms & 1 - 30 KB & 10 - 5000 pkt / s ( P ) & IVR , T , A , IoD , HIC 4 & 99.99999 & 2 ms & 80 B & 100 - 50000 pkt / s ( GE ) & T , A , HIC 5 & 99.999 & 1 ms & 800 B & 10 - 5000 pkt / s ( GE ) & T , A , HIC 6 & 99.99999 & 2 ms & 5 KB & 100 - 1000 pkt / s ( E ) & A , IoD 7 & 99.999 & 2 ms & 8 KB & 100 - 500 pkt / s ( E ) & IVR , IoD 8 & 99.999 & 0.5 ms & 5 KB & 100 - 500 pkt / s ( E ) & IVR , T , A , IoD In Table , typical traffic characteristics of the use - cases in Section are summarized , in which the traffic characteristics and QoS are represented by the typical air latency , target reliability , packet size , packet arrival rate and model ."
IA,intent analyst,"These results suggest that with proper ASR and MT adaptation through in - domain data , we could obtain similar English - speaking IA performance on machine translation outputs as the Spanish - speaking IAs on their native language utterances ."
IA,interval analysis,"After that , AA theory was developed and has been applied to OPF problems in power systems , which can take the correlation among variables into account and yield much tighter lower and upper bounds compared to IA ."
IA,incremental approximation,"On the left , speedups of IA on RK on the coPapersCiteseer network , run with ."
IA,interference alignment,"Recently , by the basic idea of IA with some constraints shows that one can achieve DoF for the fast fade interference channel ."
IFT,information foraging theory,"For example , PEAS + IFT revealed a costly foraging problem for the casters due to the relative inaccessibility of some Actuator patches ."
IFT,information flow tracking,"In this paper , we present a comprehensive analysis of IFT / formal Trojan detection techniques ."
ARS,addressee and response selection,"In the following , we first explain our motivation for tackling M - ARS and then describe the formal task definitions ."
SCS,statistical compressed sensing,"GMM - based SCS calculated with the MAP - EM algorithm is applied in real image sensing , leading to improved results with respect to conventional CS , at a considerably lower computational cost ."
SCS,shortest common superstring,"In order to arrive to this result , we first adapt the SCS linear - time solution of to our needs ( see Lemma ) and plug this solution into Lemma ."
SCS,spoken conversational search,table : schemas1tabletable[]tabularllllll 1c & 5c[HTML]DAE8FCAgent 1c & 2c[HTML]DAE8FCRequest & 3c[HTML]DAE8FCAnswer 1c-3*Models & 1c[HTML]DAE8FCOffer & 1c[HTML]DAE8FCUnderstand & 1c[HTML]DAE8FCResults & 1c[HTML]DAE8FCBackchannel & 1c[HTML]DAE8FCEmpty COR & offer & & assert & promise & reject 10 labels & withdraw & & & & CS DBLP : conf / chiir / RadlinskiC17 & a0 & & a1i & & 10 labels & a1p & & a2+i & & & a2+p & & & & & & & & & SCS & Query refine- & Asks to & SERP w/o modification & Confirms & 13 labels & ment offer & repeat & SERP with modification & & & & & SERP with modification + Suggestion & & & & & Scanning document theme & & ODE & list(keywords ) & prompt(keywords ) & bool(data ) & confirm ( ) & 17 labels & prompt(link ) & verify ( ) & count(data ) & success ( ) & & & & top(keywords ) & & & & & link(dataset ) & & DSTC1 & request & & schedule & ack & sorry 32 labels & open - request & are - you - there & morebuses & hold - on & canthelp.cantfindstop & example & bebrief & & impl - conf & canthelp.fromequalsto & & expl - conf & & & canthelp.nobusesattime & & please - repeat & & & canthelp.noconnection & & please - rephrase & & & canthelp.nonextbus & & & & & canthelp.routedoesntrun & & & & & canthelp.systemerror & & & & & canthelp.uncoveredroute & & & & & canthelp.uncoveredstop DSTC2 & request & & inform & impl - conf & canthelp 22 labels & welcomemsg & expl - conf & offer & & canthelp.exception & reqmore & repeat & & & & select & confirm - domain & & & tabularSchema alignments ( Part 2 ) .
SCS,sub - carrier spacing,"For example , a URLLC mini - slot of OFDM symbols at kHz SCS corresponds to a transmission time of only micro seconds ."
SQA,semantic question answering,"The main challenges faced in SQA are ( i ) entity identification and linking , ( ii ) relation identification and linking , ( iii ) query intent identification and ( iv ) formal query generation ."
SQA,spoken question answering,"Secondly , we found ASR errors have catastrophic impact on real SQA ."
AWE,averaged word embeddings,We experimented AWE using fastText word embeddings with a window of size 5 .
AWE,address windowing extensions,There is no good reason why O(1 ) complexity should break down after 1Mb except for the highly inefficient method the test uses to access the MMU hardware ( i.e. how the AWE functions are used ) .
TAS,transverse abdominal section,"For more difficult tasks on TVV and TAS retrieval , since SIFT feature can not fully capture the characteristics in TAS , the fusion of STIP and SIFT does not gain significant improvement where CCA even suffers great loss from SIFT ."
TAS,transmit antenna selection,"In the next section , we will present three TAS schemes for secure SM system ."
IE,information extraction,"Bio - medical text in the form of patient discharge summaries , doctor 's prescriptions , scientific publications provides various challenges to standard IE techniques ."
IE,intelligent element,Source : It is observed in the implementation model that a classification of relevance is the intensity of aggregation that an IE has in relation to the self- * properties .
IE,integral equation,"In mathematics, IEs are equations in which an unknown function appears under an integral sign."
CEM,causal effect map,A case study for learning the causal effects from a large - scale medical dataset ( Chest X - Ray-14 ) for reasoning related chest symptoms by Causal Effect Map ( CEM ) .
CEM,circled entropy measurement,SEM and CEM methods captures similar ratio of changes in ECG peaks with different accuracies .
CEM,cross entropy methods,"Also , a baseline method we introduce , CEM - PI , could be used to perform optimization within standard BO ."
UM,user model,UM is used to select a set of features to show next to the user .
UM,upsampling module,"We train our method in two stages : at low resolution ( i.e. , without using the UM ) and then finetune the UM to obtain high resolution segmentation maps ."
ILM,internal limiting membrane,"Methods like pixel intensity variation based ILM and RPE segmentation , active contour with a two - step kernel - based optimization scheme , complex diffusion filtering with combined structure tensor replacing thresholding ."
ILM,information lifecycle management,A major challenge in ILM is to design valuation schemes to determine the importance of information .
RGB,"red , green , blue",The 16-bit pan - sharpened RGB - NIR pixel intensities were truncated at 3000 and then rescaled to an 8-bit range before normalizing to .
RGB,red giant branch,"This group also has 62 stars in embedded clusters , two member candidates of the GC Palomar 1 , six bulge giants , and many metal - poor RGB stars ."
CSG,cumulative spectral gradient,"The CSG complexity measureAs mentioned before , a dataset with a low eigenvalue spectrum indicates a low inter - class overlap and thus easily separable classes ."
CSG,cost sharing game,"A decentralized approach using a non - cooperative CSG is proposed in which the nodes employ the MC and the SV cost sharing schemes for minimization of network power in incentive - independent networks and social cost in incentive - mandatory networks , respectively ."
PPC,peak power contract,"The PPC , installed solar PV capacity , and the monthly totals of each prosumer for June 2019 are presented in Table ."
PPC,pay per click,"The PPC also sees an increase of percent , which means that platform efficiency also increases ."
EMG,eight medical grade,It is made of eight medical grade stainless steel EMG sensors that detect the electric impulses in the muscles .
EMG,electromyograph,"Results taken from Myo ( Gyroscope , Accelerometer and EMG ) ."
DSP,digital signal processing,The noise signals undergo the same DSP routine as the quantum signal but with deactivated timing recovery and phase estimation because these methods do not alter the evaluated mean power of the received noise sequence .
DSP,discrete sequence production,"Therefore , we try to build up a quantitative computational framework based on interactive model - free and model - based reinforcement learning paradigm that supports the observations and processes of Verwey ’s DPM for DSP ."
MVF,maximum voice frequency,"Forward computationPredicting cut - off frequencyBecause the MVF of a sound is influenced by its voicing status , we take the U / V flag into consideration and revise the condition module of the base - h - NSF in order to predict from ."
MVF,matching vector families,"If this polynomial is , then the corresponding MVF consists of the vectors and vectors ."
FDA,fisher 's discriminant analysis,"& Task&Segment & Feature Extraction&Classifier&Performance 4*Biased & 2*Abdullah2010 & 2 * 10 & 2 * 5 & 2*[2]weeks & 2 * 4 & EC & 2*[5]s & 2*AR & 2*ANN&CRR = [ 97.0 ] & & & & & & EO & & & & CRR = [ 96.0]2 - 11 & Riera2008&51&4 & 34 [ 74]days & 2 & EC & [ 4]s & AR , PSD , MuI , COH , CC & FDA & EER = [ 3.4 ] 2 - 11 & Su2010&40&2 & - & 1 & EC & [ 180]s & AR , PSD & KNN , LDA & CRR = [ 97.5 ] 8*Rigorous&Marcel2007&9&3&[3]days & 8 & MI & [ 1]s & PSD & MAP model & HTER = [ 19.3 ] 2 - 11 & Lee2013&4&2 & [ 10]days - [ 5]months & 1 & EC & [ 50]s & PSD & LDA & AC = [ 100 ] 2 - 11 & 2*Rocca2013 & 2 * 9 & 2 * 2 & 2 * 1 - [ 3]weeks & 3 & 2*EC & 2*[1]s & 2*AR & 2*Linear classier & CRR = [ 100 ] & & & & & 5 & & & & & CRR = [ 100 ] 2 - 11 & 2*Armstrong2015 & 15 & 2 & 5 - [ 40]days & 2 * 1 & 2*ERP & 2*[1.1]s & 2*Time - series & 2*CC & CRR = [ 89.0 ] & & 9 & 3 & 134 - [ 188]days & & & & & & CRR = [ 93.0 ] 2 - 11 & 2*Maiorana2016a & 2 * 50 & 2 * 3 & 2*Ave . ["
FDA,functional data analysis,One may refer to 's book for a deep view on Functional Data Analysis ( FDA in short ) .
TDA,topological data analysis,"However , our approach in using a sliding window jointly with TDA to synthesize a new result is novel ."
TDA,targeted degree - based attack,"Empirically , given a PC with configuration as introduced above , the elapsed time is about 90 seconds for a QSN with and under the attack by TDA , to collect a controllability robustness curve by simulation ."
ERB,equivalent rectangular bandwidth,"See Figure ( b ) for an ERB spectrogram of a recording from the captive subset , along with the respective context annotation ."
ERB,enhanced residual block,The last layer of ERB flattens the features by applying a kernel .
EHS,enhanced hybrid simultaneous,So the EHS - CNOMA with MRC provides linearly increased ESC for .
EHS,enhanced hybrid swipt protocol,"Moreover , higher values of also reduce the other time duration of EHS protocol significantly ."
SIR,sequential importance resampling,"In Section particle_filter , we will consider a SIR PF with systematic resampling because it ranks higher in resampling quality and computational simplicity compared to other resampling methodsphol_resampling_2006 , douc_comparison_2005 ."
SIR,source to interferences ratio,"It can be seen from Figure , that the presented system , sssynth preforms better than DeepConvSep and FASST in terms of the SIR metric ."
EMF,explicit matrix factorization,The algorithm can also be used to approximate the word co - occurrence matrix to train models like GloVe or EMF with minimal memory consumption .
EMF,eclipse modeling framework,EMF : Eclipse Modeling Framework .
EMF,electromagnetic fields,"Electromagnetic fields ( EMF ) may cause problems on electronic devices and generate safety hazards in the medical devices , the level of those hazards increases when the affected MD has an important role in the treatment process , such as : implantable infusion pumps and cardiac peacemakers ."
DLS,derandomized local search,"Substitute the values of from Theorem and from Lemma into Lemma , we obtain that the running time of BR is an increasing function of , while the running time of DLS is a decreasing function of ."
DLS,depth - limited search,The experiment proposed in explores how the PFC and DLS dual systems arbitrate control for behavioural choices .
AIDA,"atomic , independent , declarative , and absolute","These properties make an AIDA sentence highly reusable , and we can treat it as an anchor to formally link , for example , papers that claim or refute it ."
NTM,neural turing machine,"More recently , 14_yu2015empirical constructed a Search - Response pipeline where Search component uses MemNN to search the supporting sentences and Response component uses NMT or NTM to generate answer on the selected sentences ."
NTM,neural topic model,"During training , the NTM and NLM parameters are jointly learned using Adam kingma2014adam ."
DNS,domain name system,"This value is set in seconds , and states the amount of time a caching DNS server should hold that record before letting it expire ."
DNS,domain name service,We conjecture that this may be an evasion tactic to avoid DNS - based blocking schemes .
EF,expedited forwarding,"Although EF policy can be configured with priority queuing and rate limiting , special attention should be paid , as all the packets can not be treated according to the requirement in the case of congestion ."
EF,ejection fraction,An EF  is the volumetric fraction  of fluid  ejected from a chamber  with each contraction .
EF,error feedback,We show PSNR of DBPN - S with EF and without EF in Table tab : error_feedback .
MTC,movie triplets corpus,"After pre - training on MTC , we reinitialize the attribute embeddings in the generator from a uniform distribution following a Xavier initialization for training on the combined person TV series dataset ."
MTC,machine type communications,"Finally , the MTC network contains MTC servers ( or destination nodes ) representing the set of destination nodes ."
ISM,interactive skill modules,"The policy of ISM can be decomposed into three sub - policies : ( 1 ) selecting skill module , ( 2 ) reading memory , and ( 3 ) writing memory ."
ISM,"industrial , scientific and medical",Random frequency hopping was employed to combat the interference from other wireless networks running at the ISM bands .
PTS,partial transmit sequences,"In general , for PTS scheme , the known subblock partitioning methods can be classified into three categories : adjacent partition , interleaved partition and pseudorandom partition ."
PTS,public transportation system,The PTS consists of the railway system and the public bus system .
PDT,pulse discrete time,"He also concluded that the formulations with their aggregated counterparts , PDT , SDT , and OODT , belong to a family of weak formulations and are also all equivalent in terms of their LP relaxation ."
PDT,poisson delaunay tessellations,"As we mentioned in the introduction , many models have been proposed in literature to model the spatial distribution of roads , such as Manhattan model , PVT , PDT and Poisson Line Process ."
PWM,partial weighted matching,"The partial weighted matching ( PWM ) , Part [ algo : Algorithm3PartI]I , is designed for the weighted graph obtained from the graph knitting step ."
GCD,graphlet correlation distance,Encoding these local graphlet - like structures is probably the reason that the CNRG model performed so well at the graphlet counting task and the GCD metric .
GCD,greatest common divisor,"Otherwise , for GCD a data point repeats only after period , i.e. there is no repetition within the same batch ."
CCG,calling contexts graphs,"Possible computations are then characterized as sequences of calling contexts related to paths in that graph , and termination is analyzed regarding the behavior of measurements on the possible circuits in the CCG ."
CCG,combinatory categorial grammar,"The version of CCG that we employ differs from standard CCG : in order to facilitate the cross - lingual projection process and retain compositionality , type - changing rules of a CCG parser are explicated by inserting ( unprojected ) empty elements which have their own semantics ( see the token in Figure ) ."
MCP,mean closest points,"The impact of using both geometry and microstructure measures along fibers is evaluated quantitatively by comparing clusterings based on functional varifolds with those obtained using only geometry ( i.e. , varifolds , MCP ) , and only along - fiber signal ( i.e. , GFA ) ."
MCP,matern cluster process,"Providing an accurate analysis of the capacity - centric deployments in mmWave HCNs using other point processes , such as PCP and MCP , is a promising direction for future work ."
OR,optic radiation,"However , RecoBundles and TractQuerier are failing in properly reconstructing the entirety of the tracts : RecoBundles fails to reconstruct the Meyer 's loop of the OR and TractQuerier show severe oversegmentation of both tracts ."
OR,operations research,"For complex biopharmaceutical production process which often has tight batch data , this limits OR methodology performance and interpretability , as well as its adoption in real applications ."
OR,opportunistic relaying,"In OR , only a single relay with the most reliable signal path to the destination forwards a packet per hop ."
DPN,dual path network,"The 3D DPN26 Faster R - CNN using only 14 of the parameters preforms better than the 3D Res18 Faster R - CNN , which demonstrates the superior suitability of the 3D DPN for detection ."
DPN,deep pyramid network,"In this paper , we tackle the cloud detection problem by presenting a framework based on deep pyramid network architecture ( DPN ) ."
LTT,lunar transfer trajectory,"Orbit Selection for Descent InitiationFollowing the choice of an orbital descent strategy ( no direct descent from LTT ) , parameters of the descent orbit were studied ."
LTT,locally threshold testable,"In other words , membership of a string in any LTT stringset is determined solely by the number of occurences each factor occurs in , counting them only up to some threshold ."
MED,minimal edit distance,"MED Setting In this setting , the sanitized version of string must satisfy the properties P1 and P2 , subject to the constraint C1 , and also be at minimal edit distance from string ."
MED,multimedia event detection,"See sec : comparability for for further discussion of the differences between the procedures used to collect HAVIC and YLI - MED , biases these differences may have introduced in each corpus , and their comparability as a basis for developing automated event - detection systems ."
FER,frame error rate,"Then , the spectral efficiency is evaluated as the ratio of the sum of goodputs ( in bps ) and the sum of required amount of bandwidth ( in Hz ) of these cells considering the CP / pilot overhead , channel estimation error , and channel code FER performance ."
FER,facial expression recognition,"Comparison with existing methods In this section , we compare the performance of the proposed method with state - of - the - art FER methods on the CK+ ."
AE,autoencoder,The same process was applied using the different AE models we introduced earlier .
AE,associative experiment,"Rank the best submissions according to their results in HJ , RT and AE : , where is the place in the respective track ."
AE,absolute error,The SE values by the GDM are closer to zero and the AE and HD values by it remain smaller .
AE,answer extraction,"Strict paragraph - level coverage never topped 65 , leaving a significant number of questions where no useful information could be provided for AE ."
BPP,bits per pixel,"When referring to a pixel, the concept can be defined as BPP ."
BPP,binomial point process,The model consists of terrestrial - BSs that follow an infinite 2-D PPP and aerial - BSs that follow a finite 2-D BPP deployed at a particular height above the ground .
APD,average perpendicular distance,"This is a more challenging task for the human observer and the algorithm , since the smoothness constraints of contouring a circular shape can not be used , and is the reason why previous APD values were smaller ( i.e. around 2 mm ) ."
APD,artifact pyramid decoding,demonstrates the detailed architecture of APD .
SEM,scanning electron microscopy,Corresponding SEM image which has already been registered with LOM image from the same area are masked using the mentioned binary mask .
SEM,squared entropy measurement,SEM and CEM methods captures similar ratio of changes in ECG peaks with different accuracies .
SEM,simple event model,"SEM uses several core classes , types and constrains to describe events ."
PTM,point - to - multipoint,A potential way forward includes first the definition of a new DCI format for NR PTM .
CWT,continuous wavelet transform,"By taking the derivatives of the CWT , the edges can be further sharpened ."
CWT,complex wavelet transform,Note that with CWT all the examples are correctly classified with 100 accuracy .
TA,transmission antennas,"At the same time , the SU can transmit its data via the TA ."
TA,threshold algorithm,"theoremthm : expectedCostTA - SKYGiven a subspace skyline query , the expected number of sorted accesses performed by TA - SKY on an tuple boolean relation with probability of having value on attribute being is , alignm^_i=1^n iP_stop(i)alignwhere is computed using Equations eq : stopi-1 , eq : stopi-2 , and eq : stopi-3 ."
HOG,histogram of gradients,"ht]Results of Posture Recognition & 1l GMM & Skeleton & Angle & 23 & 83.04 SVM & RGB & HOG & 23 & 97.95 CNN & RGB & - & 15 & 99.12 Adavu RecognitionUsing the extracted K - frames and the Key Postures as recognized above , we attempt to recognize 8 Natta Adavus ."
HOG,histogram of oriented gradient,The recognition accuracy using HOG + SVM on background - eliminated binary images is reported as 86.11 and 88.89 respectively on the two sets .
NCE,normalized cumulative entropy,"Third , we divide the current value by an ideal cumulative entropy and generate the final metric score of NCE , which is in range between 0 and 1 ."
NCE,noise contrastive estimation,"NCE 's theoretical guarantees depend on , yet small values work well in practice ."
EP,entrance pupil,"As a result , we are motivated in this work to separate the EP formation from the intrinsic modeling of the system ."
EP,exponent parikh,"For example , over the alphabet , if then ; whereas , for the EP vector we record the strings [ ( 32 ) , ( 21 ) , ( 1)]. So usually the letters are listed in alphabetical order with a Parikh vector while in the EP case we are listing them in order of first occurrence ."
EP,efficient path,"The player must therefore not only focus on maximizing all modifiers related to his primary offense and defense, but must also take care to select the most EP through the passive skill tree."
EP,evolutionary programming,"Currently EP is a wide evolutionary computing dialect with no fixed structure or , in contrast with some of the other dialects."
EP,europarl,tabularlcccc Dataset & EP ( v.5 ) & & NC ( WMT07 ) & Training ( filt . ) &
COP,correlated orienteering problem,In they present a VNS approach for Dubins vehicles to the OP and COP respectively .
COP,centralized optimization problem,"Since is compact and nonempty , and theobjective function is continuous , there exists a solution to ( COP ) and thus a Nash equilibrium to the game ."
QMA,quantitative myotonia assessment,"However , factors like the sensitivity of the QMA device and severe myotonia symptoms can introduce noise in the acquired signal , which in turn makes it more difficult to determine the instant MVC takes place ."
MRT,minimum risk training,"It also shows that unlike MRT , for the bipolar ramp loss it does not matter whether or is used , as they both capture the same idea ."
MRT,maximum ratio transmission,"Hence , eq : Rulk PCSI1 can be approximated as30 With perfect CSI and MRC / MRT processing at the HAP , the uplink achievable rate from the -th sensor can be approximated as-1.2emwhere and ."
VCC,vibrational coupled cluster,"Among the non variational methods , the VCC theory constitutes a robust way to get precision out of small spaces with a computational cost sharply increasing with the level of excitations exponentially deployed ."
VCC,vehicular cloud computing,"In the VCC , drivers can access cloud services , e.g. , processing services , from Service Providers ( SPs ) ."
RIC,restricted isometry constant,"These findings point to the fact that the problem lies not only in the relaxation of the RIC to the coherence , but also in the RIC bound itself ."
RIC,risk inflation criterion,""" Indep , cpc= "" : Apply the RIC algorithm described in Section to each response separately , using as the cost to code a coefficient value . ("
MV,mitral valve,"In our previous study , the MV was mounted in a rigid straight tube , the peak diastolic filling pressure is around 10mmHg , and the peak flow rate across the MV is comparable to the measured value ( 600mL / s ) ."
MV,memory vector,A difference between VLAD and MV is that the latter does not require learning a visual dictionary .
OCT,optical coherence tomography,"Depending on the properties of the light source , OCT has achieved sub-micrometer resolution .Optical coherence tomography is one of a class of optical tomographic techniques."
OCT,odd cycle transversal,"Specifically , we restrict coverage requirement for theseed set to only the OCT set and leverage ZHANG to enumerate the MBs entirely within ."
OA,open access,"With OA strictly defined , or libre OA, barriers to copying or reuse are also reduced or removed by applying an open license for copyright."
OA,ocular artifacts,The corrected data and estimated OA are shown in fig : etea_Example_3c .
OA,orthogonal array,Experiments are conducted based on an Taguchi OA ( Table ) .
TBA,targeted betweenness - based attack,"For TBA and TDA , when two or more nodes have the same maximum value of betweenness / degree , one node is randomly picked to remove ."
IDE,integrated development environment,"VREP simulator provides a virtual environment , which is capable of emulating realistic motion generation , translation , rotation of the actual objects in the IDE ."
IDE,interprocedural distributive environment,"Heros is a scalable implementation of IFDS rhs95ifds and IDE srh96ide , two frameworks to perform data flow analysis ."
DCH,dynamic competition hypothesis,"We will also look for other data sets to further validate the DCH more broadly , within thelens of structural balance theory and social network analysis ."
DCH,discriminant cross - modal hashing,"Discriminant Cross - modal Hashing ( DCH ) is proposed to jointly learn the binary codes , the linear classifiers and the hash functions ."
GAM,generalized additive models,"While ( semi-)parametric algorithms can not be tuned in the same way as machine - learning algorithms ( although some perform an internal optimization , e.g. the implementation of the GAM in the mgcv package from ) , hyperparameters of machine - learning algorithms need to be tuned to achieve optimal performances ."
GAM,generative adversarial metric,Generative adversarial metric ( GAM ) is introduced to measure the comparative strength of GANs .
TVD,total variation diminishing,"After all four variants of SIMPLE - TS algorithms are tested , which are noted as follow : explicit TVD second - order scheme - approximate convective terms with explicit ( Forward Euler ) and TVD second - order schemeexplicit upwind first - order scheme - approximate convective terms with explicit ( Forward Euler ) and upwind first - order schemeimplicit TVD second - order scheme - approximate convective terms with explicit ( Backward Euler ) and TVD second - order schemeimplicit upwind first - order scheme - approximate convective terms with explicit ( Backward Euler ) and upwind first - order schemeExplicit and implicit schemes possess well - known advantages and disadvantages ."
TVD,threshold voltage defined,The scalability of the TVD logic gates is always a concern for the semiconductor industry .
RUM,random utility modelwe,"Behavioral Choice ModelsWhen the DCM is outside the scope of RUM and the regularity is violated , the Markov chain and MNL model may fail to specify the choice behavior correctly ."
RUM,random utility maximization,"Section specializes this framework to the Logit RUM model , equivalent to the "" attraction demand model "" being used by some researchers in revenue management ( e.g. , ) ."
TRI,temporal random indexing,"However , no quantitative evaluation of this approach was offered ( only a few hand - picked examples based on the Italian texts from the Gutenberg Project ) , and thus it is unclear whether TRI is any better than other distributional models for the task of semantic shift detection ."
TRI,toyota research institute,"Any opinions , findings , conclusions , or recommendations expressed in this material are those of the authors and do not necessarily reflect the views of the NSF , the TRI , any other Toyota entity , or others ."
QR,quantile regression,"That is , QR provides much detail information about the distribution of than conventional linear regression model ."
QR,quadruple range,"We again used and QR 8 - 6 , with and QR 1 - 1 inside the preconditioner ."
MB,motion blurring,"Similarly , in the work in , RN and MB are added to the synthetic data ."
MB,model - based,Figure shows an overview of interacting MB - MF reinforcement learning paradigm .
MB,maximal biclique,"paper_MIB_octG_density - eps - converted - to paper_MB_octG_density - eps - converted - to fig : orig Runtimes of the MIB - enumerating ( left ) and MB - enumerating ( right ) algorithms on graphs where , , and ."
AFC,atomic function computation,"Consider a finite directed acyclic graph , consisting of AFC nodes belonging to set , a set of sources ( MTC devices ) , and a set of destinations , such that ."
AFC,automated fare collection(afc,"The wide deployment of Automated Fare Collection(AFC ) systems opens up a new opportunity for metro network analysis : the transaction records from AFC can reveal the Origin ( O ) and the Destination ( D ) of every passenger 's trip , as passengers are required to tap their smart cards or RFID based tickets each time they enter the O station or exit the D station ."
PSL,power service layer,"With CAPI FPGA attached to a PCIe , the PSL layer is used to access shared memory regions and cache areas as though they were a processor in the system ."
PSL,probabilistic soft logic,"As expected , our PSL engine still predicts the correct answer , and improves the probabilities of more probable answers ( barn , tower ) ."
RPL,recurrent power law,"Beyond the scope of RPL improvements , and towards the goal of an end - to - end adaptive study experience , we need to move beyond two dimensional cue - target KC encoding and implement more comprehensive KC modeling and question generation ."
RPL,routing protocol for low - power and lossy networks,"These cut across hardware integration of gas sensors with a wireless mote packaging , design of the wireless sensor network using 6LoWPAN and RPL , and integration with a cloud backend for data acquisition and analysis ."
SPAM,subtractive pixel adjacency matrix,"Although LFGWO obtained better result than IFAB and IFAB - KNN , IFAB and IFAB - KNN extracted less number of features , 80 out of 686 for SPAM ."
SPAM,state preparation and measurement errors,adopted randomized benchmarking techniques to obtain a process tomography protocol that is robust towards state preparation and measurement errors ( SPAM ) .
