acronym,expansion,anchor_sentence
CSP,content security policy,"For websites that specify a CSP HTTP header or HTML tag , Wajam removes this CSP from the server 's response before it reaches the browser , to ensure their script is properly loaded ."
CSP,cloud service providers,"Different Cloud Service Providers ( CSP ) may have proprietary systems , so training on the use and investigation of these proprietary systems should be considered ."
CSP,common spatial patterns,"t]Average covariances for the six spatially projected channels after CSP of 5 subjects of Dataset II , where ( a ) corresponds to right motor imagery ( b ) corresponds to foot motor imagery ."
PDR,pedestrian dead reckoning,There is a rich literature on the subject of using IMU signals for pedestrian dead reckoning ( PDR ) .
TTI,time transmit interval,"We assume that BS allocates PRBs to its users at every TTI ( e.g. , 1 ms ) ."
MM,mathematical model,Another sign that MM can not be effectively used for such examples is the value of .
MM,maximum mark,The mean squared errors for each distance from the model answer for MM and TM for the second question .
PE,processing element,The processing element ( PE ) in Part a ) is the same architecture as shown in Figure fig : architecture_histogram_restructured .
PE,portable executable,"A Benchmark API Call Dataset for Windows PE Malware Classification Ferhat Ozgur Catak Cyber Security Institute TUBITAK - BILGEM Kocaeli , Turkey ozgur.catak@tubitak.gov.tr Ahmet Faruk Yazi Cyber Security Engineering Department Istanbul Sehir University Istanbul Turkey ahmetyazi@std.sehir.edu.tr The use of operating system API calls is a promising task in the detection of PE - type malware in the Windows operating system ."
TDS,taint dependency sequences,"Therefore , based on static analysis of the source code , performed during TDS computation , we collect information on program inputs and corresponding path conditions ."
TDS,training data set,"It is very clear that as the size of TDS increases from 1 to 20 , the DOA measurement precision is improved gradually and obviously ."
GT,group testing,"Simulation ResultsIn this section , we showcase the ability of our approach to dynamically switch between a DI receiver ( scanning receiver ) and a GT approach , based on the expected occupancy ( the vector of priors ) , the time available , the minimum SNR threshold and the number of resources ."
GT,generic tool,"Regarding domain , GT is a generic tool not trained for a specific domain , thus it may produce lower results than a domain specific model such as ours ."
GT,ground truth,"For our proposed evaluation we expand the GT and HYP definition : Instead of a sequence of characters , we have a tuple of sequences of characters ."
GT,google translate,GT : this paper presents a study of the efficiency and management of electric power in a packaging and plastic film industry .
CSS,compressive spectrum sensing,"More recently , other authors have proposed and studied sensing strategies that would reduce the required number of CSS measurements to the sparsity of the signal ."
IV,initialization vector,"Using the session key and IV from OpenSSL server logs , a search of malware client application memory yielded interesting facts : the key occurs frequently in different extract files , memory extract files sizes containing the key are within specific ranges , and two unusual ASCII strings are present near encryption key locations in the memory extract files ."
IV,intersection viewer,"For example , just as with IV v2 , in IV v3 the traffic controller must be configured to submit data to the IP address of the server ."
OF,optical flow,"Calculating OF with traditional algorithms , such as TVL1 , requires extra resources , but there are several ways to avoid it ."
VFC,vehicular fog computing,"To support conditional privacy , one - to - many matching , destination matching , and data auditability in VFC , Li et al ."
VFC,vector filed consensus,"However , the missing of red consistency will not have a significant impact on the performance measured by P , R , and F. Experimental setupWe have evaluated ic - GTM along with seven other competing methods including RANSAC , GTM , Multi - GS , USAC , VFC , GMS and LPM ."
TBS,terrestrial base station,"Therefore , we introduce a binary variable , where , for TBS , HAP , and satellite station , respectively , is equal to 1 if BS is associated with user over the RB and 0 otherwise , and is given as follows : We assume that each BS can be associated with multiple users ."
SEP,separator,"The input consists of two pieces of text , Tok, ... ,Tok and Tok, ... ,Tok delimited by three tags , [ CLS ] , [ SEP ] and [ EOS ] ( beginning , separator and end of sentence ) ."
BR,binary relevance,Binary Relevance ( BR ) exploiting the marginal probabilities to improve prediction quality for single labels .
BR,bug reports,Source Term Graph Development for BR : Bug reports containing only natural language texts and no structured entities are found not effective for IR - based bug localization .
BR,belief revision,These alterations to the classical setting of iterated BR are motivated by the prospect of implementing iterated BR on mobile robotic platforms in real time .
BR,best response,"( C2 ) If P1 uses CRL1 with a rate of learning faster than P2 who learns with RL2 , then the ODE is given by(Explicit Solutions of Smooth BR Equation ) : Given P2 's trajectory and an initial condition the smooth best response equation in ( ) has a unique solution given by the vectorial functionwhere In particular , if P2 is a slow learner i.e. , constant in time , then the smooth best response equation of P1 converges to which goes to when ( Explicit Solutions of Replicator Equation ) : Given P2 's trajectory and an interior initial condition the replicator equation in ( ) has a unique solution given by the vectorial function , with a normalization factor In particular , if P2 is a slow learner , i.e. , constant in time , then the replicator equation of P1 converges toNote that these solutions are in the interior of the simplex for finite , but the trajectory can be arbitrarily close to the boundary when goes to infinity ."
BR,bone region,and one can notice that the BR is very smooth for TV and TV- penalties and some long - wave oscillations can be seen in the reconstructed image with EL penalty .
RWA,random walker algorithm,"The RWA optimizes the following energypPP3:equation Q ( ) = ^T M , eq : SEG2equation where the semi - positive Laplacian matrix formed by the graph is given by : equation M=(_i , j)_n n,_i , j = casesd(p_i ) & if i = j , -_ij & if i j and p_i is adjacent to p_j , 0 & otherwise , cases eq : SEG3equationwhere is the sequence of probabilities of vertex with respect to all shapes found in and is the degree of vertex ."
RWA,recurrent weighted average,The RWA model achieves a classification accuracy near before the LSTM model .
DCI,downlink control information,"First , Section II describes the DCI formats for both LTE - eMBMS and NR - PTP technologies ."
DCI,downlink control indicator,"In this paper , we introduce:*[label=*)]a time varying that is based on DCI , MCS , and PRBs , a DC and MC connectivity model through , and a DTMC shaped by effective CQI reports following the evolution of a biased random walk ."
RE,resource elements,"The BICM spectral efficiency is expressed in bits per RE ( bits / RE ) and can be calculated by : where denotes the modulation order , i.e. , for QPSK , , represents the effective code rate corresponding to the MCS index and is the number of independent information spatial streams with multiple transmitter and receiver antennas ."
RE,relation extraction,"To the best of our knowledge , we are the first to evaluate a joint NER and RE model on the 2010 i2b2/VA dataset ."
RE,renewable energy,"Partial Knowledge CaseIn this case , we assume that the mobile operator has only partial knowledge about future RE generation ( i.e. , the RE generation is uncertain ) ."
RE,requirements elicitation,Traditional RE is split into two worlds : a formal world and a natural - language world .
RE,referring expression,"AMIE+ does not define a complexity score for rules and outputs all REs for the target entities , thuswe use to rank AMIE 's output and returnthe least complex RE ."
PDF,probability density function,"Problems that might arise in these situations could possibly be circumvented by a major change to the workflow : The use of PCA to compact information offers the possibility to replace both the PDF estimation and the subsequent outlier selection with a more direct and non - parametric standard technique , which is Hotelling 's ( a generalisation of Student 's t - statistic ) ."
PDF,portable document format,We use our methodology to study evasions for PDF files .
PDF,primary distribution format,"Within each sampled cluster , we determine whether the canonical title and authors ( selected based on logic described in Section ) match the title and authors in the selected canonical PDF ."
PAT,process arrival time,"Formally , a PAP is defined as the tuple , where is a measured PAT for process , while is the number of processes participating in the collective operation ."
SIC,successive interference cancellation,"Furthermore , near - far effects resulting from differences in the path loss and/or the fading coefficients can be exploited to improve the performance of SIC ."
SIC,static induction control,"The SIC results show that , in general , the power lost at the upstream turbine is comparable , while the energy gained in the wake is lower than with the CCW helix approach ."
DFA,direct feedback alignment,"In accordance with the standard -greedy methodology typically seen in reinforcement learning , at each epoch , for some preset , the algorithm takes a backpropagation update with probability and a FA / DFA step with probability ."
DFA,deterministic finite automaton,A key idea of the algorithm is to construct a hypothesis DFA from the different rows in the table .
IEC,information embedding cost,"We suppose that , the improvement on classification error rate of the SAX words over the original signal , defined as , are correlated to their corresponding IEC scores ."
IEC,international electrotechnical commission,"In : Proceedings of 6th NASPI - ISGAN International Synchrophasor Symposium , Boston , MA , USA , July 17 - 21 , 2016 , doi : 10.1109/PESGM.2016.7741393 Mackiewicz R ( 2006 ) Overview of IEC 61850 and Benefits ."
IAN,introspective adversarial network,"However , unlike VAE - GAN that uses different networks for discriminator and encoder , IAN combines the discriminator and encoder into a single network ."
WN,weak normalization,"A fundamental observation on weak normalization is the following : if has a non - head normalizing subterm , , then may be still WN if is erasable , is WN because ."
WN,weight normalization,"For WN , and ."
TTP,trusted third party,"For example , in order to avoid a man - in - the - middle replay attacks , in which an adversary has managed to copy a ( ciphertext ) recording of the signature , and can use it over and over again , the application can concatenate the signing time to the signature in Step 3 , so that TTP will be able to check whether the signature was signed recently in Step 4 ."
TTP,total transmit power,"Under this context , we considered the WST maximization problem and the TTP minimization problem through joint bandwidth unit and power allocation ."
SSM,state space model,"Neural Transition ModelIn a SSM , the temporal evolution of latent states is determined by the transition matrix as in Equation ."
WSI,whole slide image,WSI denotes whole slide image .
CDA,concurrent dialogue acts,"Experimentssec : experiment In this section , three versions of our proposed model with incremental improvements are evaluated against a CNN baselinepkim2014convolutional and the state - of - the - art approach for CDA recognitionqu2019user ."
CDA,christen democratisch appel,"This was caused by the fact that CDA 's name was presented unabbreviated : Christen Democratisch Appel , which was the only party with a special character ( e ) ."
CDA,canonical discriminant analysis,"In all previously introduced methods , CDA of the selected GEI pixels combined with nearest - neighbor were applied for recognition ."
BL,bayesian learning,Root mean squared error of BL - based DOA measurement versus SNR ( ) .
NSS,normalized scan - path saliency,"In this table , we can also see that the estimated loss is larger for AUC metric than for NSS , supporting our hypothesis that quantized regions encode most saliency information ."
VSI,variational system identification,The high noise in the constructed operators may fail the system identification using the VSI approach .
VSI,voltage source inverter,A voltage in the range of 0 - 5V from the accelerator pedal acts as an input to the control circuit of the VSI to vary the speed of the induction motor .
RRC,rank residual constraint,"Now , we compare the proposed RRC with WNNM method , which is a well - known rank minimization method that delivers state - of - the - art denoising results ."
RRC,radio resource control,"If the RRC connectivity is lost , a user needs to perform the RRC connection setup similarly from RRCIDLE ."
ASF,african swine fever,The healthy pigs which are free from ASF infection are classified as Susceptibles .
AKS,almost known sets,"Here by optimal we mean that when the shift is chosen the unknown information about the database is the lowest , where is the total number of unknown items , and is the total number of AKS after Alice received the ciphertext encrypted via this FOK ."
ICE,intrinsic control error,This can help to mitigate certain types of systematic ICE errors that are magnified by long ferromagnetically coupled chains .
PDP,partial dependence plots,"Apart from using RF for quantile regression forest , we shall use RF for feature importance and partial dependence plots ( PDP ) ."
PDP,product display page,An example of a PDP is shown in Figure fig : screenshot .
PDP,policy decision point,"Here , the PEP is the intermediate negotiator that intercepts the users ' requests and enforces the PDP 's decision ."
RD,real data,"The network is trained using all the training data , including RD , SD , MD and ND , and we have 640 K images in total ."
RD,residual denoiser,* [ b]0.2 Ours ( DMR ) [ b]0.2 DnCNN [ b]0.2 FFDNet [ b]0.2 Ours ( RD ) [ b]0.2 ground truth Comparison of denoising performance .
RD,research and development,"This paper unpacks an RD team design meeting , within a large energy company , as they approach the challenge of adding value to smart home data through a prototype chatbot ."
RD,relative difference,( RD = ) .
RD,reciprocal degree,"I+O for both in - links , RP for reciprocal PageRank and RD for reciprocal degree centrality ."
IT,immediate threshold,Extension to other admissible loss functionsIn this section we will show that the AT and IT surrogates can be seen as particular instances of a family of loss functions for which we will be able to provide a characterization of consistency .
IT,inferior temporal,"One general prediction is that failed memory recall should be accompanied by the higher overall activation along the IT processing hierarchy within the gamma or theta cycle , with the activity of the strongest units at cycle 's peak being on contrary diminished ."
CBP,coprime blur pairs,"Although the polynomial CBP kernels can be estimated , it imposes higher numerical precision for the captured images ."
CBP,compact bilinear pooling,"Similarly , using NetVlad in the video - level representation with RNN yields lower accuracy compared to CBP due to a small number of training data ."
RFS,random finite set,Random finite set ( RFS ) theory also provides an efficient tool to incorporate the feature information .
RFS,rain fog snow,"The collection of images created as part of this work composes the RFS Weather Dataset(RFS can be accessed online using the link : https://github.com/ZebaKhanam91/SP-Weather ) , named after the three categories that it includes ."
IFD,indian face database,"Similarly for IFD , using N - PCA method figure shows the correct face recognition result and figure presents incorrect recognition result ."
IFD,icelandic frequency dictionary,"In the first , we only trained and tested on the 10-fold splits for MIM - GOLD , but in the second we added the whole IFD corpus to the training data ."
CDR,call detail records,"TransportationUsing CDR data from the first D4D for the city of Abidjan ( Ivory Coast ) , evaluated which new routes would best improve the existing transit network to increase ridership and user satisfaction , both in terms of reduced travel and wait time ."
CDR,clock difference relations,It is remarkable that the formulas expressing the reachability relationsthat we obtain are of the same shape as CDR .
DBP,determinisable by pruning,"This result on DBP automata has first been proved in , and then a more general version allowing lookahead was proved using a game - based approach in ."
BLE,bluetooth low energy,"BLE , BLE mesh , WSN , IoT , multi - hop communication Introduction The integration of wireless networks in our society acquires promising forecasts , powered by the IoT emergence ."
BLE,bilingual lexicon extraction,MethodologyBilingual Lexicon ExtractionBilingual lexicon extraction ( BLE ) is a classical natural language task where the goal is to find word - level correspondences from a ( parallel ) corpus .
RTF,region templates framework,Graphical User Interface and Code Generatorsec : improveIn this work a flexible task - based stage code generator was implemented to ease the process of developing RTF applications .
RTF,real time factor,"With a minor degradation in performance , the proposed system show a significant improvement of 33.07 and 24.45 in RTF on RT-04Eval and AMI-1 datasets over TPIB system , respectively ."
BSP,binary space partitioning,"Suppose there are solutions in the BSP tree ; many leaf nodes are located deeper than , while many nodes are shallower than ."
BSP,bulk synchronous parallel,"Currently Gunrock uses this specific optimization only in SSSP , but we believe a workload reorganization strategy based on a more general priority queue implementation will enable a semi - asynchronous execution model in Gunrock since different parts of frontier can process an arbitrary number of BSP steps ."
RCA,root certificate authority,A ballot message that contains instructions to add or remove a RCA certificate must be signed by a quorum of the electors .
RCA,root cause analysis,"Thus , RCA in combination with the proposed I - STRIDE model can be used as a basis to identify training related to the investigation of identified threats ( Figure ) ."
RCA,reverse classification accuracy,"Such a database is commonly available in the context of machine learning and multi - atlas based segmentation approaches , but could also be generated specifically for the purpose of RCA ."
LBP,local binary pattern,They extracted local binary pattern LBP features and the classification is done by SVM .
LBP,loopy belief propagation,Loopy Belief Propagation ( LBP ) is a truly distributed algorithm for performing approximate inference .
LML,lifelong metric learning,"Our LML encourages the communication among different basis elements via a -norm constraint , and the resulting formulation can integrate online sample learning by adopting the SinlgeTaskLearner as online metric learning ."
LML,log marginal likelihood,Two nested search procedures : The selection of the best hyperparameters for each kernel is made according to LML and the selection of the best kernel according to the BIC .
LML,lifelong machine learning,"To the best of our knowledge these are the first results reported on AutoML for a simplified LML scenario in the presence of concept drift(One should note that our work is different from standard data - stream / concept drift learning methods in the sense that in AutoML we aim to autonomously find preprocessing , feature selection and classification methods ( together with hyper parameter optimization ) , while in most of the existing literature the problem is reduced to modify the classification model ."
ADF,anisotropic diffusion filter,"As the ADF does not depend on the distance of patches itself , we decided to evaluate patch distance and quantity over the filtering result ."
DML,declarative ml language,"To facilitate the development and compilation of these abstractions , we introduced a mechanism for registering DML - bodied built - in functions , and we aim to advance existing size propagation techniques ."
BQ,basic question,"Regarding Module 1 , it takes the encoded MQ as input and uses the matrix of the encoded BQ to output the BQ of query question ."
BQ,bayesian quadrature,It has been shown that classical sigma - point rules can be cast as degenerate BQ rules ( see for spline methods ) .
LA,logical access,"In LA , there are bonafide and spoofed utterances in the training set and bonafide and spoofed utterances in the development set ."
LA,layout analysis,"Non - Penalizing of Segmentation ErrorsIf an LA does not detect a text line , the LD increases by , as well as the LD increases by for an erroneously detected text line ."
LA,left atrium,"In our case , supervised learning is not necessary because the LA and LAA has an even and easily distinguishable intensity distribution compared with the background ."
LA,location area,"MSC stands for Mobile Switching Center , BSC for Base Station Controller , LA for Location Area , BTS for Base Transceiver Station , VLR for Visitor Location Register and CDR for Call Detail Records ."
NPR,near perfect reconstruction,This will give NPR in MDFT FB .
NPR,normalized probabilistic rand,"These can be roughly grouped into two major categories : pixel - level and cell - level metric , where NPR belongs to cell - level measure and the others are pixel - level measures ."
PEP,permission enforcement point,"If the result is GRANTED , the PEP performs a call to the action service to continue processing , otherwise the PEP returns UNAUTHORIZED to the caller and stops processing ."
PEP,policy enforcement point,"To have a more realistic scenario , we distributed all the components as follows : one machine with the Producers and the other with Orion CB deployed at a virtual machine , Consumer and Key Vault at separated containers , as well as KeyRock IdM and Wilma PEP Proxy ."
PPT,pignistic probability transformation,"Let be a BPA on a frame of discernment , then the PPT function is defined aswhere denotes the number of elements in set ."
PPT,privacy preserving techniques,Data collectors have traditionally applied PPT over released datasets through anonymisation and de - identification techniques .
DMA,direct memory access,The implemented design uses four bit DMA ports .
DMA,data market austria,"Although , this dataset provides all relevant entities of data markets ( i.e. , users , datasets and services ) , we plan to also conduct evaluation studies in real - world data markets such as the ones created in the DMA and AI4EU initiatives ."
SDF,side - stream dark field,Sidestream Dark Field ( SDF ) imaging : a novel stroboscopic LED ring - based imaging modality for clinical assessment of the microcirculation .
SDF,signed distance field,The time to generate SDF from binary reachability space was recorded in each case .
SU,symmetric uncertainty,"Symmetric Uncertainty ( SU ) neutralizes the bias induced by IG towards higher values and normalizes it in range of [ 0,1]. Symmetric Uncertainty is the measure of information contained in variables and put together over the information independently contained in and ."
SU,secondary user,"In the first step , each SU submits its bid for a set of channels to an auctioneer , i.e. , a PU ."
RPG,relevance proximity graph,"Finally , to investigate the empirical scalability of RPG we varied Collections database size in and determined the number of relevance function computations , required to achieve Recall for the top size ."
PIT,permutation invariant training,Prob - PIT defines a log - likelihood function based on the prior distributions and the separation errors of all possible permutations .
PIT,pending interest table,"Otherwise , an entry is created in the PIT with its source and destination faces ( communication channels that the forwarder uses for packet forwarding ) for record keeping ."
CB,compression benchmark,"We present compression results for all models on six challenging image compression benchmark used in , i.e. , Kodak , CB 8-Bit , CB 16-Bit , CB 16-Bit - Linear , Tecnick , and Wikipedia ."
CB,causal box,remarkNote that Definition definition : CB only considers trace - preserving causal boxes .
DBA,dtw barycenter averaging,"When the initial average is considerably different from the best solution , DBA is highly likely to converge to a weak local minimum ."
DBA,deterministic buchi automaton,"Each s aims to change the DBA state of the agent from to and the goal condition and the stay condition of are and , respectively ."
SRL,semantic role labeling,Our error analysis reveals some different obstacles from English SRL to work on in the future .
SRL,state representation learning,"Datasets and EnvironmentsIn this section , we describe a set of environments with incremental difficulty , designed to assess SRL algorithms for robotic control ."
SRL,statistical relational learning,Embeddings composition as SRL modelsWe claim that several existing models boil down to SRL models where the sentence embeddings ( act as entity embeddings ( ) .
RQ,research question,RQ : Does CORRECT perform equally on both private and public codebase ?
RQ,reformulated queries,"In particular , we answer four research questions using our experiments as follows : RQ : ( a ) How does BLIZZARD perform in bug localization , and ( b ) how do various parameters affect its performance ?"
SBM,stochastic block model,"Specifically , maximising the likelihood of a special case of the DC - SBM is equivalent to maximising a generalised version of the modularity ."
SBM,sequential monte carlo,"For example , opting for a latent feature model not only deviates from an SBM , but also increases the computation complexity because the number of latent variable combination increases from to , thus in turn prompting for an efficient and scalable inference algorithm ."
SBM,shape boltzmann machine,A Multi - Scale SBM was introduced in for shape modeling and representation that can learn the true binary distributions of the training shapes and generate more valid shapes .
FJ,friendly jamming,"Therefore , there exists a unique Stackelberg equilibrium which is the pair of the optimal FJ power and power price ."
FJ,featherweight java,FJ has been shown to be suitable also in dealing with semantics .
SPF,structure propagation fusion,"We select the classical GCN , the state - of - the - art DGCN , SF - GCN and SPF - GCN for the robust test ."
SPF,shortest path forest,Now we describe the second part of the SPF - A algorithm and show that it requires rounds and messages .
HM,hybrid model,"Experimental results analysisIn experiments , we compare the proposed method with eight methods , which include five kinds of state - of - the - art methods ( DVN , HM , VCL , TVN and FGN in section ) , three kinds of base - line methods(FGN , TFGNSCS-1 and TFGNSCS-2 in section ) and a alternative transfer method ( TFGNSCS - alt in section ) ."
LOD,linked open data,1emFramester : a linguistic LOD hub that provides links from FrameNet 's frames to semantically related BabelNet senses ( see Table ) .
LOD,level of detail,In such way it can be decided that each leaf node has the highest possible LOD .
GTD,grasp type detection,a ) 12 household objects contained in the GTD .
GTD,grasp type dataset,a ) 12 household objects contained in the GTD .
TCR,transductive cascaded regression,"Evaluating TCR on Common Landmarks In this experiment , we evaluate the performance of our full Transductive Cascaded Regression model ( the training steps described in Sec . ) ."
LE,low energy,"The number of fair nodes of our algorithm is more than the ones of FCFS , LE and HP for 200 , 180 , 155 nodes when = 50 and N = 300 ."
LE,label equivalence,[ - ] LE as a conventional pixel - based label equivalence solution .
LCS,longest common subsequence,"Robustness of HyperparametersOur model requires tuning a number of hyperparameters such as LSH Jaccard Similarity threshold , LCS matching fraction and LSH Number of permutations ."
LCS,local causal states,"As it is a giant vortex , the Great Red Spot is identified as an elliptic LCS by both the geodesic and LAVD methodsHadj16a , Hadj17a ."
FAST,file and storage technologies,"O. Khan , R. Burns , J. S. Plank , W. Pierce and C. Huang , "" Rethinking Erasure Codes for Cloud File Systems : Minimizing I / O for Recovery and Degraded Reads , "" FAST 2012 : 10th USENIX Conference on File and Storage Technologies , San Jose , CA , Feb. 2012 ."
SSE,streaming simd extensions,Each SSE - series kernel we extract and benchmark has an analogous AVX2 implementation .
SSE,spherical semantic embedding,"In the SSE approach , document vectors and topic vectorsare constrained on a unit sphere and are assumed to follow the vMF distribution ."
DSR,dynamic sparse reparameterization,The second sub - group includes DSR and networks with ERK sparsity distribution which require a higher number of FLOPs for inference with same parameter count .
GPM,graph pattern matching,"Map the union operator if the query contains a union()-step(It is not a common practice to use a union()-step in Gremlin GPM traversals , as multiple match()-steps in conjunction with where()-steps can be used as per required ( the ad infinitium style of traversing ) . ) ."
GPM,matchinggraph pattern matching,"It ( ) can be perceived analogues to defined in definition , which maps elements and keys to values in G , however in later case the value is the location of a traverser in G.Mapping Gremlin GPM traversals to Graph Algebra In this section , we present a mapping algorithm for encoding a given Gremlin pattern - matching traversal , relational graph algebra ."
VR,virtual reality,"2015 In January , Microsoft announces the Hololens , a headset to fuse AR and VR to be made available later in 2015 ."
VR,vigilance reward,In Figures and we the impact on segregation and age distribution for multiple values of VR .
MPA,music performance analysis,Performance assessment Assessment - focused MPA deals with modeling how we as humans assess a musical performance .
MPA,message passing algorithm,"In this paper , the widely - used non - binary MPA is used as the multi - user detection ."
SAN,semantic alignment network,"Given a feature representation input to SAN in the top branch , , the overall operation can be represented as : Here , is the output prediction score ."
SAN,saturation analysis,"For SAN method , smoke image is recognized if majority of the bin values are below ."
SAN,subject alternate name,"In particular , Chrome rejects certificates without SAN ."
SAN,stacked attention network,Accuracy reported by on SAN is .
SAN,self attention network,"When compared with deeper network , DPN - S2S achieves an improvement of 1.29 BLEU and 0.56 BLEU over CNN and SAN model ."
SSI,subspace system identification,This yields a variant of SSI which focuses on preserving the model fitting aspects .
SSI,social system identification,We first evaluate the SSI performance under the static model with Monte - Carlo simulation .
SSI,software sustainability institute,"The SSI says , Speed blogs can be completed and be publication ready during the allotted time at an event or they can be near complete [ at ] the event and then tidied up and made ready for publication soon after the event ."
TDM,technical debt management,also found that providing developers with the proper mindset and motivation for TDM is one of the largest challenges as technical debt management and repayment takes time and can be seen as a waste of effort by stakeholders yli - huumo_how_2016 .
TDM,temporal difference model,"Moreover , other algorithmic details need to be figured out like - if model - based and model - free processes have a common or individual reward table , or say where is the exact trade - off between model - free steps and model - based steps in case of temporal difference models ( TDM ) ."
TDM,time division multiplexing,"Simulation ResultsThe performance of the considered RS - based multicarrier beamforming strategies and the current eMBMS system with TDM , is fairly compared in this section , with the identical total power constraint , i.i.d ."
NS,network science,What is then the role of NS in the light of the platforms ' profiling practices carried out in order to detect users ' preferences and to nudge them to consumption ?
SUs,secondary users,"Structure Optimization for Fixed Sub - channel AllocationsAfter sub - channel allocation process , the SUs receive their sub - channels and the general optimization problem is reduced to a convex NLP ."
SUs,spectrum usage,"A win - win framework is proposed , where SUs can sense the spectrum to determinewhether the spectrum is busy , and hence they may harvest from RF energy , or if it is idle , and hence they can use it for transmission ."
PBS,primary base station,"Due to the broadcasting characteristic of NOMA and the dual function of RF signals , the EHR may eavesdrop and intercept the information transmitted by the PBS and the CBS ."
PBS,public broadcasting service,"PBS has a similar background to AP , being a well - established non - profit news agency ."
PCL,positive coalgebraic logics,"We pursue this work further and present PCL in full generality , i.e. at the same level of generality as its boolean counterpart ."
PCL,point cloud library,"Dirk Holz , Alexandru E. Ichim , Federico Tombari , Radu B. Rusu , and Sven Behnke , Registration With the Point cloud Library PCL , IEEE Robotics Automation Magazine , Volume 22 , Issue 4 , pp ."
PCL,path consistency learning,"In other words , MVE may be complimentary to PCL , similar to how off - policy actor - critic methods can still be improved with MVE value estimation from imagined data , even though they are already off - policy ."
DMN,dynamic memory network,"They have been applied for machine translation ( SMT ) smtrnn , language generation ( NLG ) nlgrnn , language modeling and more and are also fundamental for the success of the DMN and the NTM ."
DMN,default mode network,"Site effects across the connectome In order to extend theseobservations outside of the DMN , we derived the entire connectome using theCambridge 100 parcellation ."
SFM,social force model,The SFM was extended by several researchers such as to cope with some of its problems like the treatment of inertia .
SFM,structural factorization machine,"As can be found in the experimental results , the improvement of SFM over the traditional collaborative filtering methods ( e.g. , MF ) is significant for datasets that are sparse , mainly because the number of samples is too scarce to model the items and users adequately ."
SFM,structure from motion,"DeepStereo generates high - quality novel views on the KITTI dataset , where older SFM based methods such as do not work at all ."
GF,guided filtering,"We did not optimize the parameters for the BF , GF , WLS , IMSHARP , and BFWLSAVG and used the default parameters for each method ."
CDP,centralized differential privacy,There are two types of differential privacy - Centralized differential privacy or CDP and Local differential privacy or LDP .
CDP,classical dynamic programming,eq : Lcdp and eq : Leqpo_P_ord that the EQPO algorithm achieves a parallel complexity reduction against the CDP method by a factor on the order of .
SAM,semi - autonomous machine,equation Wheelchair System Description The algorithms BINA and ENA are implemented on the wheelchair SAM .
SAM,speaker - addressee model,"& helper & you can try to install the UNK package SM & helper & ok , thanks SAM & helper & ok , thanks & helper & I have no idea why it would be a bit of a bit ."
SAM,self - assessment manikin,"After the third task , they filled out a SAM form that used a nine - point Likert scale created for VR ."
TM,tone mapping,"BL = black level subtraction , WB = white balance , TM = tone mapping ."
TM,teacher mark,The mean squared errors for each distance from the model answer for MM and TM for the second question .
TM,turing machine,"In 2011 when the 100th anniversary of Turing 's birth , an open solicitation was sent to the world calling for new models of computation going beyond TM ."
DADA,distributed affinity dual approximation,"Both performance and data transfersof the policies introduced above : HEFT , DADA ( ) , DADA ( ) and DADA()+CP are studied ."
DADA,dual adversarial domain adaptation,"As shown in Figure , the proposed DADA consists of a feature extractor , a class predictor and two discriminators with -dimensional output ."
DEC,deep embedded clustering,"Despite its utility , in our experiments DEC may generate empty clusters or assigns clusters to outlier data points , which is a common problem in clustering tasks ."
DEC,dense - captioning event,Conclusion and Future WorkWe raise a new task termed Weakly Supervised Dense Event Caption(WS - DEC ) and propose an efficient method to tackle it .
CNL,controlled natural language,"Generally , this work has several , partly overlapping goals , ranging from purely theoretical to more practical objectives ( listed in this order):To give us a better understanding of the nature of CNLTo establish a common terminology and a common model for CNLTo provide a starting point for researchers interested in CNLTo help CNL developers make design decisionsAlthough a wide variety of CNLs have been applied to a wide variety of problem domains , virtually all of them seem to be relevant to the field of computational linguistics ."
CNL,certain natural language,"Many CNL approaches , especially domain - specific ones , include controlled vocabularies ."
PIN,proposal indexing network,"Also , in the absence of ground - truth spatial locations of the phrases(weakly - supervised ) , we propose knowledge transfer mechanisms that leverages the framework of PIN module ."
PIN,phrase indexing network,Experimental SetupPhrase Indexing Network ( PIN ) A Faster RCNN pre - trained on PASCAL VOC 2007 is finetuned on the respective datasets for proposal generation .
USD,unmet system demand,"Mathematically , the USD is expressed aswhere and correspond to the demand and data rate achieved of beam , respectively ."
HC,healthy control,Due to the imbalance between HC and PD group weighted classification and SMOTE were used but no significant difference in ROC was obtained .
HC,hierarchical classification,"Over the years , HC has gained immense interest among researchers and is evident from the various large - scale online prediction challenges such as LSHTC(http://lshtc.iit.demokritos.gr/ ) , BioASQ(http://www.bioasq.org/ ) and ILSVRC(http://image - net.org / challenges / LSVRC/ ) ."
GSP,generalized second price,"2 ) The performances of BOA and WCA are better than GSP ( with relative improvements of 8.9 and 2.2 respectively ) , which indicates that both our proposed approach and the game - theoretic approach for revenue optimization are effective ."
LDS,low density spreading,Sparse code multiple access ( SCMA)scma is a novel code - domain NOMA scheme that is essentially an enhanced variation of LDS .
LDS,linear dynamical system,"Neither nor directly achieve sparsity on the parameters of the LDS , and furthermore , the performance of their resulting models still depends on the optimal number of hidden states ."
ARD,adversarially robust distillation,"However , unlike with knowledge distillation , we find that under ARD , robust accuracy decays far slower as decreases so that ARD is less sensitive to this parameter ."
