acronym,expansion,anchor_sentence
PAC,patient-controlled analgesia:PCA,"At this point and time, please see orders for details. We will place her on Rocephin 2 gm every 12 hours until cultures are back as well as Solu- Medrol. PAC pump for anesthesia. Tylenol as needed. Nicoderm patch for smoking. Heating pad for comfort. Trazodone for sleep. Celexa for anxiety."
PAC,UNSURED SENSE,"Scaled scores between 9 and 11 ar4e considered average. _%#NAME#%_'s ability to recall verbal information presented in the context of short stories was age-appropriate, both immediately (SS = 11) and after a longer delay (SS = 11). His ability to learn a discreet word list (16 words) over 4 consecutive trials was also average. After immediate exposure (SS = 9) and again after a longer delay (SS = 9). _%#NAME#%_'s visual memory skills were assessed using a subtest entitled Picture Memory, in which he was shown pictures of everyday scenes and then shown a similar picture and asked to mark any changes between the pictures."
PAC,prostate-specific antigen:PSA,"PAST MEDICAL HISTORY: 1. Non-small cell lung cancer as outlined above. 2. Prostate cancer, status-post prostatectomy in 1995, with slowly rising PAC as above. 3. Chemotherapy related anemia and anemic of chronic disease. SOCIAL HISTORY: He is married and lives with his wife."
SS,single strength,5. Itraconazole 100 mg p.o. each day 6. Ciprofloxacin 500 mg q.2 h. 7. Flagyl 500 mg q.6 h. 8. Bactrim SS 1x each day 9. Nystatin powder for pressure sores b.i.d. 10. Detrol 1 mg b.i.d. 11. Azithromycin 1200 mg q. week. 12. Factor VIII bolus 3000 units each day.
SS,sickle cell genotype SS,"REASON FOR ADMISSION: Chest pain, sickle cell crisis. OPERATIONS/PROCEDURES PERFORMED: CT angio performed on _%#MM#%_ _%#DD#%_, 2003, was negative for pulmonary embolism. HISTORY OF PRESENT ILLNESS: This is a 34-year-old female with a history of sickle cell anemia genotype SS, who has had frequent hospitalizations for sickle cell crises admitted from the emergency department on _%#MM#%_ _%#DD#%_, 2003, because of shortness of breath, achy arms, and hip pain, along with chest pain that is similar in nature to previous sickle cell crises per record and per patient."
SS,UNSURED SENSE,"Scaled scores between 9 and 11 ar4e considered average. _%#NAME#%_'s ability to recall verbal information presented in the context of short stories was age-appropriate, both immediately (SS = 11) and after a longer delay (SS = 11). His ability to learn a discreet word list (16 words) over 4 consecutive trials was also average. After immediate exposure (SS = 9) and again after a longer delay (SS = 9). _%#NAME#%_'s visual memory skills were assessed using a subtest entitled Picture Memory, in which he was shown pictures of everyday scenes and then shown a similar picture and asked to mark any changes between the pictures."
AVR,auditory brainstem response:ABR,"Preliminary report is 46 XY, high resolution analysis is still pending. 8) He did have an AVR hearing screening test which he passed. He received no immunizations during hospitalization. The patient was transferred to Fairview Ridges on _%#MMDD2002#%_ at which point he worked on his feedings."
AVR,aortic valve resistance,"She is currently intubated but alert. Nurses note issues of low urine output. PAST MEDICAL HISTORY: Diverticulitis as described above, chronic renal failure with baseline creatinine about 1.3 to 1.4, Alzheimer's dementia, aortic stenosis with an estimated AVR of 0.9 cm, anxiety disorder with depression, irritable bowel syndrome, hypertension, bilateral cataract extractions, bilateral knee replacements, hysterectomy with lysis of adhesions, osteoarthritis."
AVR,augmented voltage right arm,"The EKG by the way is reviewed from this morning and is actually a normal trace with a minor right-sided conduction delay has expressed by an R prime in AVR in lead 1. The rhythms in the emergency room were sinus and/or sinus tachycardia. The blood pressures in the emergency room were 137/88. The location of the discomfort, that I didn't describe his left chest and about the size of a tennis ball as he describes it."
AVR,rapid ventricular response:RVR,"REQUESTING PHYSICIAN: Dr. _%#NAME#%_ _%#NAME#%_ The hospitalist service was asked by Dr. _%#NAME#%_ to follow _%#NAME#%_ _%#NAME#%_ for his history of mitral valve prolapse with atrial fibrillation with AVR, hypertension and elevated cholesterol. CHIEF COMPLAINT: Abdominal pain since 5:00 p.m. on _%#MMDD2006#%_. HISTORY OF PRESENT ILLNESS: This is a 68-year-old white male with a history of hypertension and mitral valve prolapse with atrial fibrillation with rapid ventricular rate, elevated cholesterol, sigmoid diverticulitis, seasonal allergies for which he was started on prednisone on Friday _%#MMDD2006#%_ who is followed by a Dr. _%#NAME#%_, colorectal surgery and Dr. _%#NAME#%_."
AVR,aortic valve regurgitation,"Thank you for asking me to evaluate _%#NAME#%_ _%#NAME#%_ who is an 81-year-old female with fevers, rigors, leukocytosis, diarrhea following coronary artery bypass grafting. HISTORY: This 81-year-old female had CABG and AVR St. Jude's on _%#MMDD2006#%_. Urine culture from _%#MMDD#%_ grew greater than 100,000 Klebsiella pneumoniae that was sensitive to Septra."
AVR,UNSURED SENSE,"Scaled scores between 9 and 11 ar4e considered average. _%#NAME#%_'s ability to recall verbal information presented in the context of short stories was age-appropriate, both immediately (SS = 11) and after a longer delay (SS = 11). His ability to learn a discreet word list (16 words) over 4 consecutive trials was also average. After immediate exposure (SS = 9) and again after a longer delay (SS = 9). _%#NAME#%_'s visual memory skills were assessed using a subtest entitled Picture Memory, in which he was shown pictures of everyday scenes and then shown a similar picture and asked to mark any changes between the pictures."
AVR,aortic valve replacement,The patient has a history of having had a major upper GI bleed about nine years ago when he was on Coumadin for the AVR done in 1985 and was given a short course of steroids. EGD and colonoscopy were both done and apparently both were unremarkable.
AV,atrioventricular,"In the emergency room, he was given oxygen and a nitroglycerin drip, and his symptoms gradually resolved. EKG showed sinus rhythm with a second-degree AV block with an interventricular conduction defect. In the emergency room, his troponin was elevated at 11.0, and a clinical impression of a subendocardial myocardial infarction was made."
AV,aortic valve,"The patient was in atrial fibrillation during the exam. The AV mean gradient at that time was 37 mmHg. The estimated valve area was not given. A transthoracic echocardiogram done in _%#MM2007#%_, however, revealed an AV mean gradient of 30 and a valve area of 0.8. 2. Coronary artery disease. The patient had a 3-vessel CABG in 1996."
AV,arteriovenous,"1. Status post bilateral knee replacement. 2. Abdominal aortic aneurysm repair in 1992, 3. Status post right carotid endarterectomy in 1998, AV fistula placed for possible hemodialysis in 1998. Family tells me is not currently had any dialysis to date. 4. History of dyslipidemia. 5. History of hypertension. 6. History of gastroesophageal reflux disease and peptic ulcer disease."
AV,UNSURED SENSE,"Scaled scores between 9 and 11 ar4e considered average. _%#NAME#%_'s ability to recall verbal information presented in the context of short stories was age-appropriate, both immediately (SS = 11) and after a longer delay (SS = 11). His ability to learn a discreet word list (16 words) over 4 consecutive trials was also average. After immediate exposure (SS = 9) and again after a longer delay (SS = 9). _%#NAME#%_'s visual memory skills were assessed using a subtest entitled Picture Memory, in which he was shown pictures of everyday scenes and then shown a similar picture and asked to mark any changes between the pictures."
CA,California,"Maternal grandmother also had a contrast allergy manifest as laryngeal edema. SOCIAL HISTORY: Patient is an only child and lives with her parents in _%#CITY#%_, CA (near _%#CITY#%_). Dad's name is _%#NAME#%_, and he works as a help desk manager/IT governance. Her mother, _%#NAME#%_, is currently a stay-at-home mom; she previously worked in graphic design."
CA,UNSURED SENSE,"Scaled scores between 9 and 11 ar4e considered average. _%#NAME#%_'s ability to recall verbal information presented in the context of short stories was age-appropriate, both immediately (SS = 11) and after a longer delay (SS = 11). His ability to learn a discreet word list (16 words) over 4 consecutive trials was also average. After immediate exposure (SS = 9) and again after a longer delay (SS = 9). _%#NAME#%_'s visual memory skills were assessed using a subtest entitled Picture Memory, in which he was shown pictures of everyday scenes and then shown a similar picture and asked to mark any changes between the pictures."
CA,cancer,"PROBLEM: T1, N2B Mo basaloid squamous CA of left base of tongue. Mr. _%#NAME#%_ was seen in the Therapeutic Radiation Department on _%#MM#%_ _%#DD#%_, 2002 for consultation by Drs. _%#NAME#%_ _%#NAME#%_ and _%#NAME#%_ _%#NAME#%_, at the request of Dr. _%#NAME#%_."
CA,carbohydrate antigen,"This was ER positive and weekly progesterone receptor positive, was negative for HER2 by FISH analysis. The patient had some laboratory studies on _%#MMDD2007#%_ with a CBC, which was unremarkable; however, her CA 2729 tumor marker came back markedly elevated at 654. I believe this was an unanticipated finding. On _%#MMDD2007#%_, probably as a result of bilateral breast cancer and the markedly elevated CA 2729, Dr. _%#NAME#%_ ordered a PET CT scan."
EC,epirubicin,Status post left sided radiation and mastectomy at 4 out of 12 lymph nodes positive. At that time she was treated with chemotherapy (EC plus Taxol). Lung metastasis was diagnosed in _%#MM#%_ of 2001 with pulmonary nodules seen on follow up computed tomography. The patient has had lung and mediastinal metastases diagnosed in _%#MM#%_ of 2002.
EC,enteric-coated,"7. Supplement magnesium oxide 140 mg by mouth b.i.d. 8. Gabapentin 300 mg by mouth t.i.d. pain. 9. Metformin 1000 mg by mouth b.i.d. diabetes mellitus, type 2. 10. Pantoprazole EC 40 mg by mouth b.i.d. gastritis. 11. Psyllium one packet by mouth q.a.m. constipation. 12. Magnesium citrate liquid 120 mg by mouth b.i.d. constipation."
EC,MISTAKE:EZ PAP,"This bronchial stent has mucous secretions adherent to it or possible tumor within it. RECOMMENDATIONS: 1. Sputum culture. 2. Mucolytics and EC PAP device. 3. Limited follow-up CT scan of chest, after a day of nebs and mucolytics to reevaluate bronchial stent."
EC,enterocutaneous,"Her enterocutaneous fistula output was controlled with an applier and a consult was placed to refer Dr. _%#NAME#%_ _%#NAME#%_ to see and evaluate Ms. _%#NAME#%_ for future management of her EC fistula. He suggested TPN n.p.o. with the exception of 2 popsicles per shift and possible surgery in _%#MM#%_ or _%#MM#%_. The next few days, Ms. _%#NAME#%_ was in the hospital was finding placement ultimately decided did agree to accept her."
EC,extensor carpi,He did have an MRI which does demonstrate some swelling in that sheath but no sign of any TICC tear. PLAN: Do an EC sheath repair and it is being scheduled for _%#MMDD2004#%_ under Bier block anesthetic.
EC,UNSURED SENSE,"Scaled scores between 9 and 11 ar4e considered average. _%#NAME#%_'s ability to recall verbal information presented in the context of short stories was age-appropriate, both immediately (SS = 11) and after a longer delay (SS = 11). His ability to learn a discreet word list (16 words) over 4 consecutive trials was also average. After immediate exposure (SS = 9) and again after a longer delay (SS = 9). _%#NAME#%_'s visual memory skills were assessed using a subtest entitled Picture Memory, in which he was shown pictures of everyday scenes and then shown a similar picture and asked to mark any changes between the pictures."
PM,metacarpophalangeal:MP,"In fact, she was on a cruise in the Middle East and Rome and saw the ship's doctor, who gave her nitroglycerin as well as diclofenac. She had discomfort that occurred substernally, radiating to the left arm in PM joints. She also had some indigestion. She returned from her trip and was seen in consultation by Dr. _%#NAME#%_. A stress echocardiogram was performed showing anterior wall ischemia and coronary angiogram was recommended."
PM,physical medicine and rehabilitation:PMR,"PROBLEM #3: Diabetes: The patient was seen by endocrine service and initiated on insulin regimen with good glucose control. PROBLEM #4: Rehabilitation: The patient was seen by PM and R and felt that she did not require inpatient rehabilitation, but would be a good candidate for outpatient rehabilitation."
PM,afternoon,ALLERGIES: None documented. CURRENT MEDICATIONS: 1. Levothyroxine. 2. Reserpine. 3. Amlodipine. 4. Finasteride. 5. Tylenol. 6. Aleve. 7. Tylenol PM. 8. Hydrochlorothiazide. 9. Levobunolol drops. PAST MEDICAL HISTORY: 1. Legally blind. 2. Hypothyroidism. 3. Hypertension. 4. Benign prostatic hypertrophy. 5. Hemorrhoids.
PM,UNSURED SENSE,"Scaled scores between 9 and 11 ar4e considered average. _%#NAME#%_'s ability to recall verbal information presented in the context of short stories was age-appropriate, both immediately (SS = 11) and after a longer delay (SS = 11). His ability to learn a discreet word list (16 words) over 4 consecutive trials was also average. After immediate exposure (SS = 9) and again after a longer delay (SS = 9). _%#NAME#%_'s visual memory skills were assessed using a subtest entitled Picture Memory, in which he was shown pictures of everyday scenes and then shown a similar picture and asked to mark any changes between the pictures."
PR,pulse rate,"PHYSICAL EXAMINATION: T: 98.2. He is currently afebrile. He had a low-grade temperature of 100.1 yesterday. RR: In the mid 20s. BP: 103/55. PR: 71, down from 114. Saturations 955 on 6 liters of oxygen. WT: He weighed 72.4 kg, down from 73.5 on admission. Reveals a pleasant, frail elderly gentleman who is cheerful and alert, but when I embark upon the subject of home oxygen, he refuses to look at me and gives a clear indication that he is not interested in this subject."
PR,(drug) PR,"Several changes were made to the patient's pain regimen. She was initially placed on fentanyl patch, however, with PO pain medicine for breakthrough pain. However, the patient requested to be placed back on methadone PR which in addition to morphine PCA controlled the patient's pain at the time of discharge. She will be discharged to home with TLC care where they will be able to administer morphine PCA as well as give her methadone PR."
PR,pulmonary regurgitation,"Repeat echocardiogram on _%#DDMM2006#%_ showed an ejection fraction of 50-55% with elevated filling pressures strongly suggestive of diastolic dysfunction. She had mild mitral regurgitation, trace tricuspid regurgitation and trace PR also noted and the right ventricular systolic pressure was 55 mm. plus right atrial pressure. The patient improved nicely over the next several days."
PR,pr interval,"Cerebellar function intact. There is no tremor or rigidity. LABORATORY DATA (_%#DDMM2003#%_): Sodium 136, potassium 3.8, chloride 98, CO2 29, anion gap 9. CHEST X-RAY: Demonstrated no active disease. ELECTROCARDIOGRAM: Normal sinus rhythm and axis. Normal PR, QRS and QT intervals. No ischemic change. ASSESSMENT: The patient is a 50-year-old female admitting with the following: 1. Major depressive disorder, details per Psychiatry."
PR,UNSURED SENSE,"Scaled scores between 9 and 11 ar4e considered average. _%#NAME#%_'s ability to recall verbal information presented in the context of short stories was age-appropriate, both immediately (SS = 11) and after a longer delay (SS = 11). His ability to learn a discreet word list (16 words) over 4 consecutive trials was also average. After immediate exposure (SS = 9) and again after a longer delay (SS = 9). _%#NAME#%_'s visual memory skills were assessed using a subtest entitled Picture Memory, in which he was shown pictures of everyday scenes and then shown a similar picture and asked to mark any changes between the pictures."
PR,per rectum,"There was some concern that the dose was causing nausea and he received Compazine with some relief. Since he is going toward a nursing home it would be preferable to have him off IV opioid therapy and I suggested that a long acting opioid, either morphine slow release p.o. or PR or methadone p.o., PR or SL be considered and made the appropriate equianalgesic calculations from his current 24 hour Dilaudid dose."
PR,progesterone receptor,"The tumor was strongly positive for both ER and PR. It was biphasic with a lesser component, which was negative for ER and PR. The major component was equivocal for HER2 NEU staining and the patient's cyto hyberization revealed that the HER2 NEU was not amplified."
CR,complete remission,"PET scan (positron emission tomography) after sixth cycle is not quite in CR. There is much improvement, but not quite in CR and due to high risk features decided to do a total of 8 cycles. BRIEF HOSPITAL COURSE: 1. Lymphoma. The patient successfully received chemotherapy as documented above for her seventh cycle with no issues."
CR,C-reactive,"For remainder, see impressions listed in end of dictation. She last received lab work in the clinic on _%#MMDD2002#%_ showing the positive H. pylori, normal lytes except for slightly low sodium of 131.1 and low chloride of 96.1. CR protein is normal at 7.91, and normal CBC with hemoglobin of 14. She did on _%#MMDD#%_ have a higher glucose of 111, BUN and creatinine okay, and liver function was normal as was calcium."
CR,closed reduction,"No AV block appreciated. ASSESSMENT AND PLAN: 1. Status post ORIF of the mandibular parasymphysis fracture, right condylar neck fracture and CR of left intracapsular fracture. Management per Orthopedic Surgery. 2. Syncope. I suspect this is secondary to orthostatic hypotension. I doubt this represents a primary cardiac etiology or a primary neurologic disorder."
CR,controlled release,"DISCHARGE MEDICATIONS: Her discharge medications included her home medications including Imitrex 50 mg p.r.n., Bextra 20 mg q. day, Inderal LA 160 mg q. day, trazodone 50 mg q.h.s., and Paxil CR 25 mg, 2 p.o. q. day. She was also given Percocet 1-2 tablets p.o. q.4-6 hours p.r.n. for pain as well as Keflex 500 mg p.o. t.i.d. to be taken while the JPs are in place."
CR,cardiorespiratory,"_%#NAME#%_ received her 2 month immunizations on _%#MMDD2003#%_. 3. Respiratory - _%#NAME#%_ was intubated and ventilated during week 3 of life secondary due to the pseudomonas pneumonia and she was extubated on DOL#30. Keyana was treated with caffeine for apnea of prematurity. A CR scan on _%#MMDD#%_ showed a premature pattern of breathing, with a repeat CR scan on _%#MMDD#%_ showing normal pattern. Caffeine was discontinued and she has been stable until discharge."
CR,creatinine,STAFF: Patient seen and examined by me. Recent cultures (_%#MMDD#%_) have been negative with the exception of mixed flora contamination _%#MMDD#%_. Afebrile with normal WBC. CR slow rise to 1.7. Lasix renal scan with catheter in the bladder will help define if ureteral stenting is required.
MOM,Mall of America:MOA,"SOCIAL HISTORY: The patient has graduated. She is currently working two part-time jobs, one at a pediatric urgent care as a receptionist and one at MOM Express in the clothing store. She is planning to start at Northwest College in _%#MM#%_ to become a massage therapist."
MOM,milk of magnesia,3. Imipramine HCl 50 mg p.o. every day. 4. Levothyroxine 75 mcg p.o. daily. 5. Mylanta 30 mL suspension every 4 hours p.r.n. for gastric distress. 6. MOM 30 mL suspension twice a day p.r.n. for constipation. 7. Multivitamin 1 tablet p.o. daily. 8. Zofran 4 mg p.o. every 6 hours p.r.n. for nausea.
MOM,multiples of median,"The serum screen was drawn _%#MMDD2007#%_. At the time, your patient was 15.7 weeks gestation. The screen was within normal limits. o AFP=0.67 MOM o Estriol= 0.91 MOM o HCG= 1.09 MOM o DIA= 0.54 MOM * Adjusted risk for Down syndrome=1:1781 * Adjusted risk for Trisomy 18=<1:5000 * Adjusted risk for ONTD=<1:5000 Testing Options: * Amniocentesis is an invasive test that can diagnose numerical chromosome abnormalities with greater than 99% accuracy."
MOM,GENERAL ENGLISH,"Conversely he has continued to use all the way up until 3 months, when he was abusing opiates. He also has had a history of passive-aggressive and forceful type behaviors. IT should be noted though that his father has a history of alcoholism and continues to drink on a daily basis. Overall, he feels that he was emotionally abused by his father."
NAD,no acute distress,"Radionuclide stress test _%#MMDD2007#%_: normal with no perfusion abnormality. PHYSICAL EXAMINATION: VITAL SIGNS: Stable, blood pressure 120-140s/80s. GENERAL: A well-appearing female in NAD. LUNGS: Clear, no rales. HEART: Rate regular, S1, S2, no murmur. EXTREMITIES: Moves all extremities, gait normal. NEUROLOGIC: Deaf; otherwise normal. HOSPITAL COURSE: PROBLEM #1: HTN, accelerated BP of 178/98 to 211/116, without medications at home, significant LVH and history of drug abuse."
NAD,nothing abnormal detected,"PHYSICAL EXAMINATION: VITAL SIGNS: On exam, vitals are as noted. GENERAL: She is alert and oriented, pleasant except for complaining of pain and nausea. SKIN: NAD. HEENT: NAD. CHEST: No wheezes or crackles. HEART: Regular rate and rhythm, no murmurs noted. ABDOMEN: Soft, nontender, no CV tenderness. BACK: Positive for pain."
DIP,dipropionate,6. Levothyroxine 50 mcg in the morning. 7. Depakote 1000 mg. 8. Clonazepam 3 mg. 9. Ranitidine 300 mg. 10. Betamethasone DIP AUG 0.05% ointment p.r.n. ALLERGIES: No known drug allergies. SOCIAL HISTORY: She is in a relationship with her partner.
DIP,desquamative interstitial pneumonia,"Since his last hospital admission on _%#MMDD2007#%_, he was started on 30 mg twice a day of prednisone for recurrence of DIP in his transplanted lung. He was admitted at that time for shortness of breath, which was thought to be most likely due to DIP and possibly heart failure. His post-transplant course has been complicated by heart failure secondary to idiopathic cardiomyopathy, and he has an EF of less than 25%."
DIP,distal interphalangeal,"Examination of the right wrist was unremarkable. The MCP, PIP and DIP joints of the right hand were significant only for the swelling, warmth, erythema and tenderness associated with the left DIP joint. A yellow/white nodule characteristic of a gouty tophus is noted. Examination of the left upper extremity revealed significant decrease in abduction and flexion of the left shoulder."
IB,interferon beta,"2. Baclofen 10 mg p.o. q.7 am, q. 12 noon, q.5 p.m., and q.10 p.m. 3. Tagamet 300 mg p.o. t.i.d. 4. Interferon beta IB 0.3 mg subcutaneously q.48 h. 5. Synthroid 50 mcg p.o. each day 6. Lisinopril 2.5 mg. p.o. each day. 7. Methylprednisolone 4 mg p.o. t.i.d."
IB,(cycle) IB,He was admitted for cycle IB of hyperCVAD alternating with methotrexate and Ara-C. HOSPITAL COURSE: His hospital course can be summarized as follows: 1. ALL. He was given cycle IB of hyperCVAD alternating with methotrexate and Ara-C. He tolerated the chemotherapy fairly well with exception of nausea. He was given antiemetics for this with excellent control.
IB,(status) IB,"DISCHARGE DIAGNOSES: 1. Congenital cardiomyopathy, currently status IB, awaiting orthotopic heart transplant. 2. Pulmonary hypertension. 3. Diabetes mellitus type 2. 4. Anxiety. 5. Atrial fibrillation. OPERATIONS/PROCEDURES PERFORMED: 1. Right antecubital double lumen PICC line placement on _%#MM#%_ _%#DD#%_, 2006."
IB,international baccalaureate,"This patient also has had a history of kicking her father and ""stabbing her mother with a pen to get her out of her room, she was frustrated. Evidently she has not had any problems with her interactions with her peers at school. She is involved in the IB honors program and seems to have few problems with her grades. She would like to go to college but does not know where at this point."
IB,(grade) IB,3. Hypertension. 4. Dilated cardiomyopathy with pacemaker implantation. DISCHARGE DIAGNOSES: 1. Grade IB acute T-cell mediated kidney transplant rejection. 2. Status post living donor kidney transplant. 3. Hypertension. 4. Dilated cardiomyopathy with pacemaker implantation. 5. New onset type 2 diabetes.
IB,(type) IB,"By history, she has had hepatitis C and had been receiving Interferon therapy. This stopped in _%#NAME#%_ after she had failed to clear the hepatitis C, believed to be genotype IB. She had been doing well but was seen for medication refill."
IB,(stage) IB,PROBLEM: Stage IB adenosarcoma of the uterus. IDENTIFICATION: The patient is a 63-year-old female with a new diagnosis of a stage IB adenosarcoma of the uterus who was referred by Dr. _%#NAME#%_ _%#NAME#%_ to discuss adjuvant radiation treatment. She is seen today in consultation by Dr. _%#NAME#%_ _%#NAME#%_ and Dr. _%#NAME#%_ _%#NAME#%_.
IB,UNSURED SENSE,"Scaled scores between 9 and 11 ar4e considered average. _%#NAME#%_'s ability to recall verbal information presented in the context of short stories was age-appropriate, both immediately (SS = 11) and after a longer delay (SS = 11). His ability to learn a discreet word list (16 words) over 4 consecutive trials was also average. After immediate exposure (SS = 9) and again after a longer delay (SS = 9). _%#NAME#%_'s visual memory skills were assessed using a subtest entitled Picture Memory, in which he was shown pictures of everyday scenes and then shown a similar picture and asked to mark any changes between the pictures."
IB,intravenous:IV,13. Morphine sulfate 1 to 2 mg IV q.1-2 hours p.r.n. pain. 14. Fentanyl 25 to 50 mg IV. 15. Zofran 48 mg IB q.4 hours p.r.n. nausea. 16. Diphenhydramine 25 mg (_______________) q.4 hours p.r.n. pruritus. OPERATIONS/PROCEDURES PERFORMED: 1. CT of the abdomen which revealed 2 ventral hernias responsible for the patient's small bowel obstruction.
PT,prothrombin,"Her workup has been relatively unrevealing so far. Her standard coagulation tests were normal (INR and PTT). She did not have a more extensive hypercoagulable workup study such as protein C, protein S, lupus anticoagulant, PT mutation, factor 5 Leiden, etc. Her MRI study shows moderate nonspecific chronic white matter disease, small areas of recent infarction of the left cerebellar hemisphere and left superior cerebellar vermis."
PT,prothrombin time,"Her MCV was 89. The differential on WBC was 91% neutrophils with an absolute neutrophil count of 14.6. Her chem panel revealed a sodium of 135, potassium of 4.1, BUN of 30 and creatinine of 1.38. Her blood glucose was 144. INR and PT were within normal limits. Her LFTs were otherwise normal. Troponin I was less than 0.07. A chest x-ray revealed clear lungs with a large hiatal hernia."
PT,physical therapy,"Other problems are stable. The patient was continued with her all other medications. DISCHARGE INSTRUCTIONS: Discharge home, activity as tolerated with continuation of PT and OT. Diet 1800 calorie ADA, low-salt, low-fat diet. Follow up with Dr. _%#NAME#%_ _%#NAME#%_ at Fairview _%#CITY#%_ _%#CITY#%_ Clinic in 1 week or sooner if worse."
PT,posterior tibial,"Mr. _%#NAME#%_'s sutures were still in place. There was no drainage or bleeding noted on the dressing. Mr. _%#NAME#%_ was neurovascularly intact distal to the site of his operation with 2+ PT pulse and 5/5 strength, and plantar and dorsiflexion on the left foot. ASSESSMENT AND PLAN: Mr. _%#NAME#%_ is 2 weeks out from his revision of left patellar open reduction and internal fixation."
PT,UNSURED SENSE,"Scaled scores between 9 and 11 ar4e considered average. _%#NAME#%_'s ability to recall verbal information presented in the context of short stories was age-appropriate, both immediately (SS = 11) and after a longer delay (SS = 11). His ability to learn a discreet word list (16 words) over 4 consecutive trials was also average. After immediate exposure (SS = 9) and again after a longer delay (SS = 9). _%#NAME#%_'s visual memory skills were assessed using a subtest entitled Picture Memory, in which he was shown pictures of everyday scenes and then shown a similar picture and asked to mark any changes between the pictures."
VAD,vascular access device,"The patient's symptoms resolved. 4. Positive blood cultures: The patient grew ou coagulase-negative Staphylococcus sensitive only to vancomycin. Due to the presence of VAD in line, we put her on vancomycin. Dr. _%#NAME#%_ was notified of this patient's discharge. Dr. _%#NAME#%_ on service during this patient's admission."
VAD,vincristine adriamycin and dexamethasone,"Bone survey also showed multiple areas of involvement consistent with myeloma. Initially, he had left shoulder pain, and x-ray showed numerous discrete punched out lesions. He subsequently received chemotherapy with a VAD regimen x 2 cycles, and his creatinine improved. The reason for the admission on _%#MMDD2003#%_ was for the third cycle of the VAD regimen."
VAD,ventricular assist device,HISTORY OF PRESENT ILLNESS: Mr. _%#NAME#%_ is a 75-year-old male. He has history of ischemic cardiomyopathy. He is status post L- VAD placement x 3. He has history of subarachnoid hemorrhage in 2001. He evidently did well and was able to live independently.
VAD,video-assisted thoracic surgery:VATS,Patient was admitted on _%#MM#%_ _%#DD#%_ of this year and was worked up for COPD and pulmonary fibrosis. This eventually led to a VAD lung biopsy that showed evidence for underlying fibrosis and scar. He has been followed by pulmonology for continued assessment and management of this possible pulmonary fibrosis/COPD.
VAD,UNSURED SENSE,"Scaled scores between 9 and 11 ar4e considered average. _%#NAME#%_'s ability to recall verbal information presented in the context of short stories was age-appropriate, both immediately (SS = 11) and after a longer delay (SS = 11). His ability to learn a discreet word list (16 words) over 4 consecutive trials was also average. After immediate exposure (SS = 9) and again after a longer delay (SS = 9). _%#NAME#%_'s visual memory skills were assessed using a subtest entitled Picture Memory, in which he was shown pictures of everyday scenes and then shown a similar picture and asked to mark any changes between the pictures."
CTA,clear to auscultation,"Eyes EOM I, no scleral icterus. Ears TMs clear bilaterally. Nose clear. Mouth/throat no oral lesions. OP clear. NECK: Supple. No LAD. LUNGS: CTA bilaterally. CARDIOVASCULAR: Regular rate and rhythm. No murmurs. Regular S1, S1. ABDOMEN: Soft, mild left lower quadrant tenderness. No rebound or guarding. Bowel sounds are normoactive. SPINE: Straight."
CTA,computed tomographic angiography,An intracardiac shunt was ruled out based on this bubble study. Recommendations were made by Pulmonary to follow up with an MRA versus CTA with contrast if Ms. _%#NAME#%_ develops hemoptysis or has optimal control of the CHF and is still considerably hypoxic with a further workup for an intrapulmonary shunt might be in order.
CTA,cerebellopontine angle:CPA,"REQUESTING PHYSICIAN: _%#NAME#%_ _%#NAME#%_, MD We are asked to see _%#NAME#%_ _%#NAME#%_, a 79-year-old male who was admitted for nausea and vomiting. As part of his work up, he underwent a brain MRI which demonstrated a right CTA angle lesion, consistent with an acoustic neuroma. The patient unfortunately does not speak any English. I called his son on the phone, who states the nausea was relatively acute in onset over the past one to two weeks."
CTA,UNSURED SENSE,"Scaled scores between 9 and 11 ar4e considered average. _%#NAME#%_'s ability to recall verbal information presented in the context of short stories was age-appropriate, both immediately (SS = 11) and after a longer delay (SS = 11). His ability to learn a discreet word list (16 words) over 4 consecutive trials was also average. After immediate exposure (SS = 9) and again after a longer delay (SS = 9). _%#NAME#%_'s visual memory skills were assessed using a subtest entitled Picture Memory, in which he was shown pictures of everyday scenes and then shown a similar picture and asked to mark any changes between the pictures."
CTA,creatine phosphokinase:CPK,"Infectious Disease recommended CT scans of the chest and abdomen to look for possible abscesses. His head CT was negative for sinusitis. A CTA level was checked for possible neuro-malignant syndrome and was negative. His abdominal scans were negative for any abscesses. The patient underwent an echocardiogram and TEE to evaluate for endocarditis, and both turned out to be negative, with no evidence of other possible sources of infections as the most likely source for his foot ulcer."
IR,internal rotation,"The pain is exactly reproduced with the impingement maneuver. There is decreased internal rotation on passive and assisted range of motion, forward flexion to 160, abduction to 90, ER at 80 degrees, IR at L4, perhaps L3. Elbows negative. Wrists negative. Hoffman sign negative. Tinel and Phalen negative. X-rays of the left shoulder negative for fracture, no subluxation, no significant arthrosis."
IR,infrared,"Non-contrast sagittal MPRAGE axial T2 weighted, proton density, and diffusion weighted; coronal T2 weighted TIRM proton density TRM, and true IR sequences of the brain were obtained. Impression was that there were no T2 abnormalities seen anywhere in the brain parenchyma."
